polit,name,gender,birthyear,deathyear,liberal,ndp,cp,green,bq,prime_minister,minister,party_leader,senate_member,house_member,mayor,qid,url,page_name,page_lang,views_m1,views_m2,views_m3,views_m4,views_m5,views_m6,views_m7,views_m8,views_m9,views_m10,views_m11,views_m12
http://www.wikidata.org/entity/Q22080796,Brenda Shanahan,female,1958,NA,1,0,0,0,0,0,0,0,0,1,0,Q22080796,https://en.wikipedia.org/wiki/Brenda_Shanahan_(politician),Brenda_Shanahan_(politician),en,222,250,459,279,267,283,286,357,1467,2484,629,378
http://www.wikidata.org/entity/Q22080816,Rémi Massé,male,1953,NA,1,0,0,0,0,0,0,0,0,1,0,Q22080816,https://en.wikipedia.org/wiki/R%C3%A9mi_Mass%C3%A9,R%C3%A9mi_Mass%C3%A9,en,92,86,125,102,109,109,107,103,159,99,87,79
http://www.wikidata.org/entity/Q22080839,Stéphane Lauzon,male,1966,NA,1,0,0,0,0,0,0,0,0,1,0,Q22080839,https://en.wikipedia.org/wiki/St%C3%A9phane_Lauzon,St%C3%A9phane_Lauzon,en,211,235,230,230,220,223,239,365,584,461,397,302
http://www.wikidata.org/entity/Q22080847,Angelo Iacono,male,1973,NA,1,0,0,0,0,0,0,0,0,1,0,Q22080847,https://en.wikipedia.org/wiki/Angelo_Iacono,Angelo_Iacono,en,279,274,317,357,306,298,268,375,807,338,337,222
http://www.wikidata.org/entity/Q22086193,Karine Trudel,female,1953,NA,0,1,0,0,0,0,0,0,0,1,0,Q22086193,https://en.wikipedia.org/wiki/Karine_Trudel,Karine_Trudel,en,153,117,161,154,126,145,112,159,212,96,102,79
http://www.wikidata.org/entity/Q22086204,Julie Dzerowicz,female,1970,NA,1,0,0,0,0,0,0,0,0,1,0,Q22086204,https://en.wikipedia.org/wiki/Julie_Dzerowicz,Julie_Dzerowicz,en,639,1451,1201,940,884,1089,844,1492,4430,1659,817,688
http://www.wikidata.org/entity/Q22096449,Terry Sheehan,male,1970,NA,1,0,0,0,0,0,0,0,0,1,0,Q22096449,https://en.wikipedia.org/wiki/Terry_Sheehan,Terry_Sheehan,en,350,309,340,370,370,367,378,486,1248,559,463,401
http://www.wikidata.org/entity/Q22096924,Ruby Sahota,female,NA,NA,1,0,0,0,0,0,0,0,0,1,0,Q22096924,https://en.wikipedia.org/wiki/Ruby_Sahota,Ruby_Sahota,en,1120,877,1046,1026,886,890,761,1353,3092,1369,952,821
http://www.wikidata.org/entity/Q22096931,Raj Saini,male,1967,NA,1,0,0,0,0,0,0,0,0,1,0,Q22096931,https://en.wikipedia.org/wiki/Raj_Saini,Raj_Saini,en,489,503,602,487,486,550,451,2176,23144,1214,600,542
http://www.wikidata.org/entity/Q22097102,Francesco Sorbara,male,1971,NA,1,0,0,0,0,0,0,0,0,1,0,Q22097102,https://en.wikipedia.org/wiki/Francesco_Sorbara,Francesco_Sorbara,en,764,631,844,616,487,513,497,863,1840,602,518,452
http://www.wikidata.org/entity/Q22114010,Shannon Stubbs,female,1979,NA,0,0,1,0,0,0,0,0,0,1,0,Q22114010,https://en.wikipedia.org/wiki/Shannon_Stubbs,Shannon_Stubbs,en,776,843,773,664,618,663,427,868,1746,1335,784,4147
http://www.wikidata.org/entity/Q22114152,Robert-Falcon Ouellette,male,1976,NA,1,0,0,0,0,0,0,0,0,1,0,Q22114152,https://en.wikipedia.org/wiki/Robert-Falcon_Ouellette,Robert-Falcon_Ouellette,en,591,529,699,589,712,1411,796,1363,1782,790,923,1027
http://www.wikidata.org/entity/Q22116843,Cathay Wagantall,female,1956,NA,0,0,1,0,0,0,0,0,0,1,0,Q22116843,https://en.wikipedia.org/wiki/Cathay_Wagantall,Cathay_Wagantall,en,413,453,500,1544,589,714,413,625,1072,490,445,914
http://www.wikidata.org/entity/Q22116845,Mike Bossio,male,NA,NA,1,0,0,0,0,0,0,0,0,1,0,Q22116845,https://en.wikipedia.org/wiki/Mike_Bossio,Mike_Bossio,en,1296,426,400,539,292,383,497,1288,1474,299,227,204
http://www.wikidata.org/entity/Q22121196,Peter Schiefke,male,1979,NA,1,0,0,0,0,0,0,0,0,1,0,Q22121196,https://en.wikipedia.org/wiki/Peter_Schiefke,Peter_Schiefke,en,403,417,447,352,426,393,341,623,1186,525,440,435
http://www.wikidata.org/entity/Q22132668,Sheila Malcolmson,female,1966,NA,0,1,0,0,0,0,0,0,0,1,0,Q22132668,https://en.wikipedia.org/wiki/Sheila_Malcolmson,Sheila_Malcolmson,en,399,454,510,457,412,452,431,594,1159,553,336,303
http://www.wikidata.org/entity/Q22276751,John Aldag,male,1963,NA,1,0,0,0,0,0,0,0,0,1,0,Q22276751,https://en.wikipedia.org/wiki/John_Aldag,John_Aldag,en,184,209,318,584,233,266,296,762,2419,952,709,473
http://www.wikidata.org/entity/Q22276800,William Amos,male,1974,NA,1,0,0,0,0,0,0,0,0,1,0,Q22276800,https://en.wikipedia.org/wiki/Will_Amos,Will_Amos,en,436,493,450,37906,17419,4001,1730,3184,4010,1252,943,905
http://www.wikidata.org/entity/Q22276872,Chandra Arya,male,1963,NA,1,0,0,0,0,0,0,0,0,1,0,Q22276872,https://en.wikipedia.org/wiki/Chandra_Arya,Chandra_Arya,en,580,767,697,548,557,588,525,1318,3144,751,611,507
http://www.wikidata.org/entity/Q22276910,Ramez Ayoub,male,1966,NA,1,0,0,0,0,0,0,0,0,1,1,Q22276910,https://en.wikipedia.org/wiki/Ramez_Ayoub,Ramez_Ayoub,en,83,97,135,120,114,107,129,334,550,135,89,100
http://www.wikidata.org/entity/Q22276923,Vance Badawey,male,1964,NA,1,0,0,0,0,0,0,0,0,1,0,Q22276923,https://en.wikipedia.org/wiki/Vance_Badawey,Vance_Badawey,en,411,416,419,406,393,415,363,760,2227,518,481,516
http://www.wikidata.org/entity/Q22277033,Sheri Benson,female,1965,NA,0,1,0,0,0,0,0,0,0,1,0,Q22277033,https://en.wikipedia.org/wiki/Sheri_Benson,Sheri_Benson,en,366,348,421,482,372,444,385,893,2127,459,333,343
http://www.wikidata.org/entity/Q22277165,Pierre Breton,male,1966,NA,1,0,0,0,0,0,0,0,0,1,0,Q22277165,https://en.wikipedia.org/wiki/Pierre_Breton,Pierre_Breton,en,81,100,132,116,113,97,171,279,287,103,105,99
http://www.wikidata.org/entity/Q22277334,Shaun Chen,male,1980,NA,1,0,0,0,0,0,0,0,0,1,0,Q22277334,https://en.wikipedia.org/wiki/Shaun_Chen_(politician),Shaun_Chen_(politician),en,445,508,500,494,482,375,409,707,1757,581,532,383
http://www.wikidata.org/entity/Q22277495,Pam Damoff,female,1971,NA,1,0,0,0,0,0,0,0,0,1,0,Q22277495,https://en.wikipedia.org/wiki/Pam_Damoff,Pam_Damoff,en,702,702,732,897,764,776,577,935,2121,1023,647,513
http://www.wikidata.org/entity/Q22277583,Nicola Di Iorio,male,1958,NA,1,0,0,0,0,0,0,0,0,1,0,Q22277583,https://en.wikipedia.org/wiki/Nicola_Di_Iorio,Nicola_Di_Iorio,en,181,206,197,176,178,165,192,223,305,176,150,144
http://www.wikidata.org/entity/Q22277600,Todd Doherty,male,1960,NA,0,0,1,0,0,0,0,0,0,1,0,Q22277600,https://en.wikipedia.org/wiki/Todd_Doherty,Todd_Doherty,en,407,394,424,471,375,371,303,852,1125,397,465,297
http://www.wikidata.org/entity/Q22277646,Scott Duvall,male,1956,NA,0,1,0,0,0,0,0,0,0,1,0,Q22277646,https://en.wikipedia.org/wiki/Scott_Duvall,Scott_Duvall,en,388,383,966,648,654,519,432,1074,1827,414,262,301
http://www.wikidata.org/entity/Q22277736,Stewart Fairgrieve,male,NA,NA,0,0,1,0,0,0,0,0,0,0,0,Q22277736,https://en.wikipedia.org/wiki/Stewart_Fairgrieve,Stewart_Fairgrieve,en,65,66,69,55,63,73,63,67,57,48,56,39
http://www.wikidata.org/entity/Q22277949,Marilyn Gladu,female,1962,NA,0,0,1,0,0,0,0,0,0,1,0,Q22277949,https://en.wikipedia.org/wiki/Marilyn_Gladu,Marilyn_Gladu,en,1025,806,773,590,680,612,513,995,1660,594,5598,495
http://www.wikidata.org/entity/Q22277957,Joël Godin,male,1965,NA,0,0,1,0,0,0,0,0,0,1,0,Q22277957,https://en.wikipedia.org/wiki/Jo%C3%ABl_Godin,Jo%C3%ABl_Godin,en,381,235,318,233,266,292,253,382,588,284,470,215
http://www.wikidata.org/entity/Q22278025,Raj Grewal,male,1985,NA,1,0,0,0,0,0,0,0,0,1,0,Q22278025,https://en.wikipedia.org/wiki/Raj_Grewal,Raj_Grewal,en,1272,1044,1329,2213,2040,1717,1635,2004,2206,1790,1618,1436
http://www.wikidata.org/entity/Q22278124,Cheryl Hardcastle,female,1961,NA,0,1,0,0,0,0,0,0,0,1,0,Q22278124,https://en.wikipedia.org/wiki/Cheryl_Hardcastle,Cheryl_Hardcastle,en,147,164,208,170,226,257,292,700,1192,214,186,149
http://www.wikidata.org/entity/Q22278125,Rachael Thomas,female,1986,NA,0,0,1,0,0,0,0,0,0,1,0,Q22278125,https://en.wikipedia.org/wiki/Rachael_Thomas,Rachael_Thomas,en,0,0,0,0,0,0,0,0,0,0,473,2471
http://www.wikidata.org/entity/Q22278145,T. J. Harvey,male,1982,NA,1,0,0,0,0,0,0,0,0,1,0,Q22278145,https://en.wikipedia.org/wiki/T._J._Harvey,T._J._Harvey,en,159,131,166,163,141,461,248,239,318,199,145,152
http://www.wikidata.org/entity/Q22278424,Gord Johns,male,1969,NA,0,1,0,0,0,0,0,0,0,1,0,Q22278424,https://en.wikipedia.org/wiki/Gord_Johns,Gord_Johns,en,484,460,444,433,423,409,446,1164,1621,738,599,530
http://www.wikidata.org/entity/Q22278440,Bernadette Jordan,female,1963,NA,1,0,0,0,0,0,1,0,0,1,0,Q22278440,https://en.wikipedia.org/wiki/Bernadette_Jordan,Bernadette_Jordan,en,943,964,1384,990,1065,1096,964,1602,6353,1741,736,553
http://www.wikidata.org/entity/Q22278561,Pat Kelly,male,1975,NA,0,0,1,0,0,0,0,0,0,1,0,Q22278561,https://en.wikipedia.org/wiki/Pat_Kelly_(politician),Pat_Kelly_(politician),en,342,332,309,327,311,314,772,702,1284,394,411,296
http://www.wikidata.org/entity/Q22278589,Kamal Khera,female,1989,NA,1,0,0,0,0,0,1,0,0,1,0,Q22278589,https://en.wikipedia.org/wiki/Kamal_Khera,Kamal_Khera,en,6353,1115,1252,1147,1146,936,907,1603,3759,7432,3424,1419
http://www.wikidata.org/entity/Q22278594,Fayçal El-Khoury,male,1962,NA,1,0,0,0,0,0,0,0,0,1,0,Q22278594,https://en.wikipedia.org/wiki/Fay%C3%A7al_El-Khoury,Fay%C3%A7al_El-Khoury,en,286,243,289,257,249,261,239,496,968,338,362,221
http://www.wikidata.org/entity/Q22278649,Tom Kmiec,male,1981,NA,0,0,1,0,0,0,0,0,0,1,0,Q22278649,https://en.wikipedia.org/wiki/Tom_Kmiec,Tom_Kmiec,en,554,494,574,491,524,840,496,1032,1762,550,522,547
http://www.wikidata.org/entity/Q22278827,Paul Lefebvre,male,1974,NA,1,0,0,0,0,0,0,0,0,1,0,Q22278827,https://en.wikipedia.org/wiki/Paul_Lefebvre_(Canadian_politician),Paul_Lefebvre_(Canadian_politician),en,0,0,0,0,0,0,0,0,0,0,116,223
http://www.wikidata.org/entity/Q22278836,Denis Lemieux,male,1964,NA,1,0,0,0,0,0,0,0,0,1,0,Q22278836,https://en.wikipedia.org/wiki/Denis_Lemieux,Denis_Lemieux,en,131,131,126,126,128,174,147,168,234,143,95,87
http://www.wikidata.org/entity/Q22278851,Michael Levitt,male,1970,NA,1,0,0,0,0,0,0,0,0,1,0,Q22278851,https://en.wikipedia.org/wiki/Michael_Levitt_(politician),Michael_Levitt_(politician),en,730,608,646,623,633,766,574,941,1615,360,344,316
http://www.wikidata.org/entity/Q22278896,Lloyd Longfield,male,1956,NA,1,0,0,0,0,0,0,0,0,1,0,Q22278896,https://en.wikipedia.org/wiki/Lloyd_Longfield,Lloyd_Longfield,en,474,493,461,404,432,382,361,728,1495,474,382,316
http://www.wikidata.org/entity/Q22278956,Alistair MacGregor,male,1970,NA,0,1,0,0,0,0,0,0,0,1,0,Q22278956,https://en.wikipedia.org/wiki/Alistair_MacGregor,Alistair_MacGregor,en,565,387,424,368,428,393,463,900,1434,443,461,310
http://www.wikidata.org/entity/Q22279113,Bryan May,male,1974,NA,1,0,0,0,0,0,0,0,0,1,0,Q22279113,https://en.wikipedia.org/wiki/Bryan_May,Bryan_May,en,399,372,377,408,390,365,407,755,1303,476,467,468
http://www.wikidata.org/entity/Q22279147,Ron McKinnon,male,1951,NA,1,0,0,0,0,0,0,0,0,1,0,Q22279147,https://en.wikipedia.org/wiki/Ron_McKinnon,Ron_McKinnon,en,340,446,433,387,420,363,364,653,1440,410,361,255
http://www.wikidata.org/entity/Q22279214,Marc Miller,male,1971,NA,1,0,0,0,0,0,1,0,0,1,0,Q22279214,https://en.wikipedia.org/wiki/Marc_Miller_(politician),Marc_Miller_(politician),en,2743,2571,2782,1808,3179,5448,1823,2250,4506,6304,2927,2085
http://www.wikidata.org/entity/Q22279365,Eva Nassif,female,1953,NA,1,0,0,0,0,0,0,0,0,1,0,Q22279365,https://en.wikipedia.org/wiki/Eva_Nassif,Eva_Nassif,en,206,178,206,172,205,209,206,218,348,148,136,142
http://www.wikidata.org/entity/Q22279444,Alex Nuttall,male,1985,NA,0,0,1,0,0,0,0,0,0,1,0,Q22279444,https://en.wikipedia.org/wiki/Alex_Nuttall,Alex_Nuttall,en,193,255,225,241,234,218,226,316,328,169,215,206
http://www.wikidata.org/entity/Q22279457,Jennifer O'Connell,female,1983,NA,1,0,0,0,0,0,0,0,0,1,0,Q22279457,https://en.wikipedia.org/wiki/Jennifer_O%27Connell,Jennifer_O%27Connell,en,1162,874,850,797,993,1126,538,1268,2018,665,547,413
http://www.wikidata.org/entity/Q22279481,John Oliver,male,1956,NA,1,0,0,0,0,0,0,0,0,1,0,Q22279481,https://en.wikipedia.org/wiki/John_Oliver_(Ontario_politician),John_Oliver_(Ontario_politician),en,353,394,364,345,335,217,225,375,569,711,340,277
http://www.wikidata.org/entity/Q22279696,Jean-Claude Poissant,male,1960,NA,1,0,0,0,0,0,0,0,0,1,0,Q22279696,https://en.wikipedia.org/wiki/Jean-Claude_Poissant,Jean-Claude_Poissant,en,155,111,185,174,147,180,191,196,260,155,124,105
http://www.wikidata.org/entity/Q22279906,Tracey Ramsey,female,1971,NA,0,1,0,0,0,0,0,0,0,1,0,Q22279906,https://en.wikipedia.org/wiki/Tracey_Ramsey,Tracey_Ramsey,en,201,184,253,376,247,210,227,664,975,190,148,193
http://www.wikidata.org/entity/Q22280112,Sherry Romanado,female,1974,NA,1,0,0,0,0,0,0,0,0,1,0,Q22280112,https://en.wikipedia.org/wiki/Sherry_Romanado,Sherry_Romanado,en,266,261,310,275,272,296,255,405,832,388,365,278
http://www.wikidata.org/entity/Q22280158,Kim Rudd,female,NA,NA,1,0,0,0,0,0,0,0,0,1,0,Q22280158,https://en.wikipedia.org/wiki/Kim_Rudd,Kim_Rudd,en,166,182,192,414,335,203,173,336,325,140,140,97
http://www.wikidata.org/entity/Q22280164,Dan Ruimy,male,1962,NA,1,0,0,0,0,0,0,0,0,1,0,Q22280164,https://en.wikipedia.org/wiki/Dan_Ruimy,Dan_Ruimy,en,131,139,160,179,132,207,202,221,347,137,135,123
http://www.wikidata.org/entity/Q22280186,Don Rusnak,male,1975,NA,1,0,0,0,0,0,0,0,0,1,0,Q22280186,https://en.wikipedia.org/wiki/Don_Rusnak,Don_Rusnak,en,213,195,204,230,253,235,212,230,283,220,163,153
http://www.wikidata.org/entity/Q22280268,Darrell Samson,male,1958,NA,1,0,0,0,0,0,0,0,0,1,0,Q22280268,https://en.wikipedia.org/wiki/Darrell_Samson,Darrell_Samson,en,287,258,311,297,275,290,292,594,1014,348,335,252
http://www.wikidata.org/entity/Q22280290,Ramesh Sangha,male,1945,NA,1,0,0,0,0,0,0,0,0,1,0,Q22280290,https://en.wikipedia.org/wiki/Ramesh_Sangha,Ramesh_Sangha,en,7306,2479,1701,1558,1290,1364,1083,2701,4639,629,402,399
http://www.wikidata.org/entity/Q22280296,Brigitte Sansoucy,female,1963,NA,0,1,0,0,0,0,0,0,0,1,0,Q22280296,https://en.wikipedia.org/wiki/Brigitte_Sansoucy,Brigitte_Sansoucy,en,149,119,153,107,135,151,144,285,287,103,87,67
http://www.wikidata.org/entity/Q22280309,Randeep Sarai,male,1975,NA,1,0,0,0,0,0,0,0,0,1,0,Q22280309,https://en.wikipedia.org/wiki/Randeep_Sarai,Randeep_Sarai,en,507,570,642,571,584,531,568,955,1797,675,621,432
http://www.wikidata.org/entity/Q22280358,Jamie Schmale,male,NA,NA,0,0,1,0,0,0,0,0,0,1,0,Q22280358,https://en.wikipedia.org/wiki/Jamie_Schmale,Jamie_Schmale,en,382,512,425,425,376,552,413,804,1425,425,502,288
http://www.wikidata.org/entity/Q22280366,Deb Schulte,female,1960,NA,1,0,0,0,0,0,1,0,0,1,0,Q22280366,https://en.wikipedia.org/wiki/Deb_Schulte,Deb_Schulte,en,771,797,773,695,875,688,673,1202,4600,1534,593,405
http://www.wikidata.org/entity/Q222810,Hugh Nelson,male,1830,1893,1,0,0,0,0,0,0,0,1,1,0,Q222810,https://en.wikipedia.org/wiki/Hugh_Nelson_(Canadian_politician),Hugh_Nelson_(Canadian_politician),en,123,133,123,172,161,167,177,140,197,156,120,138
http://www.wikidata.org/entity/Q22282329,Anita Vandenbeld,female,1971,NA,1,0,0,0,0,0,0,0,0,1,0,Q22282329,https://en.wikipedia.org/wiki/Anita_Vandenbeld,Anita_Vandenbeld,en,551,574,739,653,738,690,693,1303,2170,987,829,675
http://www.wikidata.org/entity/Q22282385,Salma Zahid,female,NA,NA,1,0,0,0,0,0,0,0,0,1,0,Q22282385,https://en.wikipedia.org/wiki/Salma_Zahid,Salma_Zahid,en,864,787,786,792,897,885,639,1253,2558,870,757,781
http://www.wikidata.org/entity/Q22442799,Marc Serré,male,1967,NA,1,0,0,0,0,0,0,0,0,1,0,Q22442799,https://en.wikipedia.org/wiki/Marc_Serr%C3%A9,Marc_Serr%C3%A9,en,370,354,475,482,431,405,406,550,1189,405,436,302
http://www.wikidata.org/entity/Q22704261,Karen Vecchio,female,1971,NA,0,0,1,0,0,0,0,0,0,1,0,Q22704261,https://en.wikipedia.org/wiki/Karen_Vecchio,Karen_Vecchio,en,466,470,466,468,600,709,368,795,1649,503,484,384
http://www.wikidata.org/entity/Q22704263,Nick Whalen,male,1973,NA,1,0,0,0,0,0,0,0,0,1,0,Q22704263,https://en.wikipedia.org/wiki/Nick_Whalen,Nick_Whalen,en,271,232,262,255,253,365,239,383,684,184,151,111
http://www.wikidata.org/entity/Q22704264,Arif Virani,male,1971,NA,1,0,0,0,0,0,0,0,0,1,0,Q22704264,https://en.wikipedia.org/wiki/Arif_Virani,Arif_Virani,en,1066,875,1053,866,1064,1068,1000,1798,3577,1137,911,1055
http://www.wikidata.org/entity/Q22704269,Jati Sidhu,male,1955,NA,1,0,0,0,0,0,0,0,0,1,0,Q22704269,https://en.wikipedia.org/wiki/Jati_Sidhu,Jati_Sidhu,en,166,156,183,166,191,242,635,819,804,284,254,127
http://www.wikidata.org/entity/Q22704271,Gagan Sikand,male,1984,NA,1,0,0,0,0,0,0,0,0,1,0,Q22704271,https://en.wikipedia.org/wiki/Gagan_Sikand,Gagan_Sikand,en,538,518,523,456,448,584,449,1643,2487,580,341,315
http://www.wikidata.org/entity/Q2272463,Serge Joyal,male,1945,NA,1,0,0,0,0,0,0,0,1,1,0,Q2272463,https://en.wikipedia.org/wiki/Serge_Joyal,Serge_Joyal,en,302,463,471,317,341,306,281,258,320,234,300,237
http://www.wikidata.org/entity/Q22770985,Filomena Tassi,female,1962,NA,1,0,0,0,0,0,1,0,0,1,0,Q22770985,https://en.wikipedia.org/wiki/Filomena_Tassi,Filomena_Tassi,en,1043,926,953,1482,980,868,971,1596,2541,5109,1813,1717
http://www.wikidata.org/entity/Q22770987,Martin Shields,male,1948,NA,0,0,1,0,0,0,0,0,0,1,0,Q22770987,https://en.wikipedia.org/wiki/Martin_Shields,Martin_Shields,en,514,427,418,401,406,424,337,609,1300,416,395,332
http://www.wikidata.org/entity/Q22770988,Sonia Sidhu,female,1968,NA,1,0,0,0,0,0,0,0,0,1,0,Q22770988,https://en.wikipedia.org/wiki/Sonia_Sidhu,Sonia_Sidhu,en,1342,818,961,877,880,864,854,1152,2846,1087,948,800
http://www.wikidata.org/entity/Q22770989,Kevin Waugh,male,1955,NA,0,0,1,0,0,0,0,0,0,1,0,Q22770989,https://en.wikipedia.org/wiki/Kevin_Waugh,Kevin_Waugh,en,439,583,546,442,452,515,380,736,1255,466,432,333
http://www.wikidata.org/entity/Q2279397,Ted Nebbeling,male,1944,2009,1,0,0,0,0,0,0,0,0,0,0,Q2279397,https://en.wikipedia.org/wiki/Ted_Nebbeling,Ted_Nebbeling,en,109,96,102,111,99,121,84,100,123,95,99,80
http://www.wikidata.org/entity/Q22811360,Wayne Stetski,male,1952,NA,0,1,0,0,0,0,0,0,0,1,0,Q22811360,https://en.wikipedia.org/wiki/Wayne_Stetski,Wayne_Stetski,en,198,243,346,253,233,231,324,984,1563,216,175,134
http://www.wikidata.org/entity/Q22811363,Kate Young,female,1955,NA,1,0,0,0,0,0,0,0,0,1,0,Q22811363,https://en.wikipedia.org/wiki/Kate_Young_(politician),Kate_Young_(politician),en,522,424,1225,831,728,993,625,1375,2055,587,515,356
http://www.wikidata.org/entity/Q2287486,Simon Fraser Tolmie,male,1867,1937,0,0,1,0,0,0,0,0,0,1,0,Q2287486,https://en.wikipedia.org/wiki/Simon_Fraser_Tolmie,Simon_Fraser_Tolmie,en,272,284,259,282,304,331,323,403,476,327,293,271
http://www.wikidata.org/entity/Q22958060,Melanie Mark,female,NA,NA,0,1,0,0,0,0,0,0,0,0,0,Q22958060,https://en.wikipedia.org/wiki/Melanie_Mark,Melanie_Mark,en,521,539,877,514,681,863,628,624,824,588,539,578
http://www.wikidata.org/entity/Q2344954,Stephen Mandel,male,1945,NA,0,0,1,0,0,0,0,0,0,0,1,Q2344954,https://en.wikipedia.org/wiki/Stephen_Mandel,Stephen_Mandel,en,1504,1245,1221,1292,1322,1219,1342,1355,1902,3121,1064,879
http://www.wikidata.org/entity/Q2347478,Steven Blaney,male,1965,NA,0,0,1,0,0,0,0,0,0,1,0,Q2347478,https://en.wikipedia.org/wiki/Steven_Blaney,Steven_Blaney,en,504,462,576,610,510,495,884,1108,1520,508,453,355
http://www.wikidata.org/entity/Q2357880,Stuart Garson,male,1898,1977,1,0,0,0,0,0,0,0,0,1,0,Q2357880,https://en.wikipedia.org/wiki/Stuart_Garson,Stuart_Garson,en,181,204,171,208,212,235,225,216,234,235,237,192
http://www.wikidata.org/entity/Q23584680,David Davidson,male,1839,1909,1,0,0,0,0,0,0,0,0,0,0,Q23584680,https://en.wikipedia.org/wiki/David_Davidson_(Canadian_politician),David_Davidson_(Canadian_politician),en,30,21,26,44,31,23,49,31,19,30,45,29
http://www.wikidata.org/entity/Q2361540,Yvon Pinard,male,1940,NA,1,0,0,0,0,0,0,0,0,0,0,Q2361540,https://en.wikipedia.org/wiki/Yvon_Pinard,Yvon_Pinard,en,117,128,134,123,90,120,159,123,128,121,85,88
http://www.wikidata.org/entity/Q2362681,Louis Coderre,male,1865,1935,0,0,1,0,0,0,0,0,0,1,0,Q2362681,https://en.wikipedia.org/wiki/Louis_Coderre,Louis_Coderre,en,92,77,184,90,92,82,82,89,111,250,90,89
http://www.wikidata.org/entity/Q2363778,Léopold Demers,male,1912,1990,1,0,0,0,0,0,0,0,0,1,0,Q2363778,https://en.wikipedia.org/wiki/L%C3%A9opold_Demers,L%C3%A9opold_Demers,en,54,47,46,57,62,58,51,58,78,58,46,31
http://www.wikidata.org/entity/Q2372307,George Frederick Baird,male,1851,1899,0,0,1,0,0,0,0,0,0,1,0,Q2372307,https://en.wikipedia.org/wiki/George_Frederick_Baird,George_Frederick_Baird,en,42,40,46,52,66,58,47,50,65,60,56,53
http://www.wikidata.org/entity/Q23761367,Perry Trimper,male,NA,NA,1,0,0,0,0,0,0,0,0,0,0,Q23761367,https://en.wikipedia.org/wiki/Perry_Trimper,Perry_Trimper,en,560,485,1031,564,297,232,223,250,309,477,363,328
http://www.wikidata.org/entity/Q23761369,Brian Warr,male,NA,NA,1,0,0,0,0,0,0,0,0,0,0,Q23761369,https://en.wikipedia.org/wiki/Brian_Warr,Brian_Warr,en,211,199,296,360,213,152,91,132,147,357,120,131
http://www.wikidata.org/entity/Q23767034,Thomas Carleton Allen,male,1852,1927,1,0,0,0,0,0,0,0,0,0,1,Q23767034,https://en.wikipedia.org/wiki/Thomas_Carleton_Allen,Thomas_Carleton_Allen,en,62,140,67,92,70,61,63,59,66,70,53,43
http://www.wikidata.org/entity/Q2379317,Follin Horace Pickel,male,1866,1949,0,0,1,0,0,0,0,0,0,1,0,Q2379317,https://en.wikipedia.org/wiki/Follin_Horace_Pickel,Follin_Horace_Pickel,en,34,23,36,43,46,35,47,47,43,37,32,22
http://www.wikidata.org/entity/Q238041,Nancy Greene,female,1943,NA,0,0,1,0,0,0,0,0,1,0,0,Q238041,https://en.wikipedia.org/wiki/Nancy_Greene_Raine,Nancy_Greene_Raine,en,2031,2270,2084,1941,1126,1175,1867,1686,1115,1179,1213,1367
http://www.wikidata.org/entity/Q2385829,J.-Eugène Lefrançois,male,1896,1979,1,0,0,0,0,0,0,0,1,1,0,Q2385829,https://en.wikipedia.org/wiki/J.-Eug%C3%A8ne_Lefran%C3%A7ois,J.-Eug%C3%A8ne_Lefran%C3%A7ois,en,67,42,71,70,61,68,85,83,86,69,57,56
http://www.wikidata.org/entity/Q2386693,Hélène Alarie,female,1941,NA,0,0,0,0,1,0,0,0,0,1,0,Q2386693,https://en.wikipedia.org/wiki/H%C3%A9l%C3%A8ne_Alarie,H%C3%A9l%C3%A8ne_Alarie,en,48,68,88,114,86,60,56,71,78,68,64,42
http://www.wikidata.org/entity/Q23881390,Carla Beck,female,NA,NA,0,1,0,0,0,0,0,0,0,0,0,Q23881390,https://en.wikipedia.org/wiki/Carla_Beck,Carla_Beck,en,203,209,205,213,198,198,245,198,240,305,200,187
http://www.wikidata.org/entity/Q23881392,Nicole Sarauer,female,NA,NA,0,1,0,0,0,0,0,0,0,0,0,Q23881392,https://en.wikipedia.org/wiki/Nicole_Sarauer,Nicole_Sarauer,en,250,190,206,263,252,239,206,280,319,412,251,233
http://www.wikidata.org/entity/Q23881394,Nicole Rancourt,female,NA,NA,0,1,0,0,0,0,0,0,0,0,0,Q23881394,https://en.wikipedia.org/wiki/Nicole_Rancourt,Nicole_Rancourt,en,96,85,80,104,100,108,113,102,102,115,75,69
http://www.wikidata.org/entity/Q2389302,Stella Ambler,female,1966,NA,0,0,1,0,0,0,0,0,0,1,0,Q2389302,https://en.wikipedia.org/wiki/Stella_Ambler,Stella_Ambler,en,327,255,298,262,250,310,212,578,557,406,187,153
http://www.wikidata.org/entity/Q2395908,Marlene Jennings,female,1951,NA,1,0,0,0,0,0,0,0,0,1,0,Q2395908,https://en.wikipedia.org/wiki/Marlene_Jennings,Marlene_Jennings,en,286,578,334,395,468,397,240,230,447,251,317,204
http://www.wikidata.org/entity/Q2398690,Betty Hinton,female,1950,NA,0,0,1,0,0,0,0,0,0,1,0,Q2398690,https://en.wikipedia.org/wiki/Betty_Hinton,Betty_Hinton,en,99,154,127,146,100,123,127,152,225,102,61,81
