polit,name,gender,birthyear,deathyear,liberal,ndp,cp,green,bq,prime_minister,minister,party_leader,senate_member,house_member,mayor
http://www.wikidata.org/entity/Q2941844,Catherine Callbeck,female,1939,NA,1,0,0,0,0,0,0,0,1,1,0
http://www.wikidata.org/entity/Q2942205,Cathy McLeod,female,1957,NA,0,0,1,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q29561401,Ches Crosbie,male,1953,NA,0,0,1,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q2957891,Charles-Adolphe Stein,male,1878,1938,1,0,0,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q2957927,Charles Alphonse Fournier,male,1871,1941,1,0,0,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q2957934,Charles-André Hamelin,male,1947,1993,0,0,1,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q2957977,Charles-Avila Wilson,male,1869,1936,1,0,0,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q2957984,Charles-Christophe Malhiot,male,1808,1874,1,0,0,0,0,0,0,0,1,0,1
http://www.wikidata.org/entity/Q2958015,Charles-Eugène Marin,male,1925,2017,0,0,1,0,0,0,0,0,0,1,1
http://www.wikidata.org/entity/Q2958016,Charles-Eugène Pouliot,male,1856,1897,1,0,0,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q2958059,Charles-François Roy,male,1835,1882,0,0,1,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q2958076,Charles Bertrand,male,1824,1896,0,0,1,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q2958145,Charles-Ignace Gill,male,1844,1901,0,0,1,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q2958330,Charles-Édouard Campeau,male,1916,1992,0,0,1,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q2958332,Charles-Édouard Ferland,male,1892,1974,1,0,0,0,0,0,0,0,1,1,0
http://www.wikidata.org/entity/Q2958336,Charles-Édouard Houde,male,1823,1912,0,0,1,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q2958372,Charles Alexander Lesage,male,1843,1893,0,0,1,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q2958384,Charles Allan Smart,male,1868,1937,0,0,1,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q2958420,Charles Arthur Everett,male,1828,1909,0,0,1,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q2958421,Charles Arthur Gauvreau,male,1860,1924,1,0,0,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q2958506,Charles Bazinet,male,1845,1916,1,0,0,0,0,0,0,0,0,1,1
http://www.wikidata.org/entity/Q2958512,Charles Beautron Major,male,1851,1924,1,0,0,0,0,0,0,0,0,1,1
http://www.wikidata.org/entity/Q2958524,Charles Benjamin Howard,male,1885,1964,1,0,0,0,0,0,0,0,1,1,1
http://www.wikidata.org/entity/Q2958607,Charles Bourgeois,male,1879,1940,0,0,1,0,0,0,0,0,1,1,0
http://www.wikidata.org/entity/Q2958633,Charles Bruno Blondeau,male,1835,1888,1,0,1,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q2958642,Charles Burpee,male,1817,1909,1,0,0,0,0,0,0,0,1,1,0
http://www.wikidata.org/entity/Q2958708,Charles Champagne,male,1838,1907,0,0,1,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q2958764,Charles Ballantyne,male,1867,1950,0,0,1,0,0,0,0,0,1,1,0
http://www.wikidata.org/entity/Q2958774,Charles Connell,male,1810,1873,1,0,0,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q2958936,Charles Dow Richards,male,1879,1956,0,0,1,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q2959013,Charles Elijah Fish,male,NA,NA,0,0,1,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q2959024,Charles Ernest Gault,male,1861,1946,0,0,1,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q2959033,Charles Parent,male,1894,1961,1,0,0,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q2959189,Charles Gavan Power,male,1888,1968,1,0,0,0,0,0,1,0,1,1,0
http://www.wikidata.org/entity/Q2959330,Charles Cahan,male,1861,1944,0,0,1,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q2959349,Charles Henry Lovell,male,1854,1916,1,0,0,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q2959351,Charles Henry Parmelee,male,1855,1914,1,0,0,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q2959485,Charles Doherty,male,1855,1931,0,0,1,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q2959492,Charles Joseph Morrissy,male,1881,1932,1,0,0,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q2959510,Charles Jérémie Coulombe,male,1846,1937,0,0,1,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q2959566,Charles Langelier,male,1850,1920,1,0,0,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q2959570,Charles Langlois,male,1938,NA,0,0,1,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q2959744,Charles Marcil,male,1860,1937,1,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q2959896,Charles Nelson Skinner,male,1833,1910,1,0,0,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q2960081,Charles Ramsay Devlin,male,1858,1914,1,0,0,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q2960436,Charles Wesley Weldon,male,1830,1896,1,0,0,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q2960818,Charlie Angus,male,1962,NA,0,1,0,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q2960890,Charlie Watt,male,1944,NA,1,0,0,0,0,0,0,0,1,0,0
http://www.wikidata.org/entity/Q2961094,Charmaine Borg,female,1990,NA,0,1,0,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q2962729,Cheri DiNovo,female,1950,NA,0,1,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q2962814,Cheryl Gallant,female,1960,NA,0,0,1,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q2964833,Chris Pearson,male,1931,2014,0,0,1,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q2964888,Chris Warkentin,male,1978,NA,0,0,1,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q2965334,Christian Henry Pozer,male,1835,1884,1,0,0,0,0,0,0,0,1,1,0
http://www.wikidata.org/entity/Q2965365,Christian Jobin,male,1952,NA,1,0,0,0,0,0,0,0,0,1,1
http://www.wikidata.org/entity/Q2965514,Christian Ouellet,male,1934,2021,0,0,0,0,1,0,0,0,0,1,0
http://www.wikidata.org/entity/Q2965525,Christian Paradis,male,1974,NA,0,0,1,0,0,0,1,0,0,1,0
http://www.wikidata.org/entity/Q2965637,Christian Simard,male,1954,NA,0,0,0,0,1,0,0,0,0,1,0
http://www.wikidata.org/entity/Q2965764,Christiane Gagnon,female,1948,NA,0,0,0,0,1,0,0,0,0,1,0
http://www.wikidata.org/entity/Q2966073,Christophe-Alphonse Geoffrion,male,1843,1899,1,0,0,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q2966576,Christopher Dunkin,male,1812,1881,0,0,1,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q2967582,Chuck Cadman,male,1948,2005,0,0,1,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q2967611,Chuck Strahl,male,1957,NA,0,0,1,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q2967649,Chungsen Leung,male,1950,NA,0,0,1,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q2975548,Clarence Cormier,male,1930,2012,0,0,1,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q2975550,Clarence Chester Cleveland,male,1849,1907,0,0,1,0,0,0,0,0,0,1,1
http://www.wikidata.org/entity/Q2975582,Clarence Joseph Veniot,male,1886,1977,1,0,0,0,0,0,0,0,1,1,0
http://www.wikidata.org/entity/Q2976649,Claude-André Lachance,male,1954,NA,1,0,0,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q2976931,Claude Bachand,male,1951,NA,0,0,0,0,1,0,0,0,0,1,0
http://www.wikidata.org/entity/Q2977137,Claude Carignan,male,1964,NA,0,0,1,0,0,0,0,0,1,0,0
http://www.wikidata.org/entity/Q2977252,Claude DeBellefeuille,female,1963,NA,0,0,0,0,1,0,0,0,0,1,0
http://www.wikidata.org/entity/Q2977313,Claude Drouin,male,1956,NA,1,0,0,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q2977334,Claude Duplain,male,1954,NA,1,0,0,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q2977429,Claude Lajoie,male,1928,2015,1,0,0,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q2977497,Claude Gravelle,male,1949,NA,0,1,0,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q2977524,Claude Guimond,male,1963,NA,0,0,0,0,1,0,0,0,0,1,0
http://www.wikidata.org/entity/Q2977646,Claude Lanthier,male,1933,2015,0,0,1,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q2977859,Claude Morin,male,1953,NA,1,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q2977930,Claude Patry,male,1953,NA,0,1,0,0,1,0,0,0,0,1,0
http://www.wikidata.org/entity/Q2978062,Claude Richardson,male,1900,1969,1,0,0,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q2978200,Claude Tessier,male,1943,2010,1,0,0,0,0,0,0,0,0,1,1
http://www.wikidata.org/entity/Q2978274,Claude Wagner,male,1925,1979,0,0,1,0,0,0,0,0,1,1,0
http://www.wikidata.org/entity/Q2978279,Claude Williams,male,1955,NA,0,0,1,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q2978380,Claudette Bradshaw,female,1949,2022,1,0,0,0,0,0,1,0,0,1,0
http://www.wikidata.org/entity/Q2978387,Claudette Tardif,female,1947,NA,1,0,0,0,0,0,0,0,1,0,0
http://www.wikidata.org/entity/Q2978587,Claudy Mailly,female,1938,NA,0,0,1,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q2979088,Clifford Lincoln,male,1928,NA,1,0,0,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q2979100,Clifford Sifton,male,1861,1929,1,0,0,0,0,0,1,0,0,1,0
http://www.wikidata.org/entity/Q2980434,Clyde Wells,male,1937,NA,1,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q2980593,Clément Couture,male,1939,2021,0,0,1,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q2980642,Clément M. Côté,male,1940,NA,0,0,1,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q2980683,Clément Robitaille,male,1873,1932,1,0,0,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q2980699,Clément Vincent,male,1931,2018,0,0,1,0,0,0,1,0,0,1,1
http://www.wikidata.org/entity/Q2980758,Cléophas Beausoleil,male,1845,1904,1,0,0,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q2982579,Colin Carrie,male,1962,NA,0,0,1,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q2982619,Colin Kenny,male,1943,NA,1,0,0,0,0,0,0,0,1,0,0
http://www.wikidata.org/entity/Q2982624,Colin LaVie,male,1953,NA,0,0,1,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q2982636,Colin Mayes,male,1948,NA,0,0,1,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q2982957,Colleen Beaumier,female,1944,NA,1,0,0,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q2983067,J. S. Woodsworth,male,1874,1942,0,1,0,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q29887739,Rachna Singh,female,NA,NA,0,1,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q29888077,Sonia Furstenau,female,NA,NA,0,0,0,1,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q29888151,Adam Olsen,male,1976,NA,0,0,0,1,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q29888277,Joan Isaacs,female,NA,NA,1,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q29888279,Janet Routledge,female,NA,NA,0,1,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q29888307,Jas Johal,male,NA,NA,1,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q29888452,Tom Shypitka,male,NA,NA,1,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q29888454,Doug Clovechok,male,NA,NA,1,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q29904438,Bowinn Ma,female,1985,NA,0,1,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q29904451,Lisa Beare,female,NA,NA,0,1,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q29904508,Mitzi Dean,female,NA,NA,0,1,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q29913577,Ellis Ross,male,NA,NA,1,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q29913639,Peter Milobar,male,1970,NA,1,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q29964108,Bernadette Smith,female,NA,NA,0,1,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q2997504,Corneliu Chisu,male,1949,NA,0,0,1,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q299785,Leona Aglukkaq,female,1967,NA,0,0,1,0,0,0,1,0,0,1,0
http://www.wikidata.org/entity/Q3002033,Craig Leonard,male,1962,NA,0,0,1,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q3002426,Creelman MacArthur,male,1874,1943,1,0,0,0,0,0,0,0,1,0,0
http://www.wikidata.org/entity/Q30069902,Ronna-Rae Leonard,female,NA,NA,0,1,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q3007815,Curtis Malloch,male,1962,NA,0,0,1,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q3008023,Cy LeBlanc,male,1955,NA,0,0,1,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q3008952,Cyrias Roy,male,1864,1919,1,0,0,0,0,0,0,0,0,1,1
http://www.wikidata.org/entity/Q3009118,Cyrille Doyon,male,1842,1918,0,0,1,0,0,0,0,0,0,1,1
http://www.wikidata.org/entity/Q3009120,Cyrille Dumaine,male,1897,1946,1,0,0,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q30094708,Rafah DiCostanzo,female,1962,NA,1,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q30094960,Kim Masland,female,NA,NA,0,0,1,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q30095405,Elizabeth Smith-McCrossin,female,1969,NA,0,0,1,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q30095407,Alana Paon,female,1970,NA,0,0,1,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q30096861,Claudia Chender,female,NA,NA,0,1,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q30096963,Tammy Martin,female,NA,NA,0,1,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q30096966,Susan Leblanc,female,NA,NA,0,1,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q3010175,Céline Hervieux-Payette,female,1941,NA,1,0,0,0,0,0,0,0,1,1,0
http://www.wikidata.org/entity/Q3010590,Côme Isaïe Rinfret,male,1847,1911,1,0,0,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q30122700,Anne Kang,female,1977,NA,0,1,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q30122728,Ian Paton,male,NA,NA,1,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q30122737,Dan Davies,male,NA,NA,1,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q3012300,Dale Graham,male,1951,NA,0,0,1,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q30123085,Barbara Adams,female,1962,NA,0,0,1,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q3012565,"Dalton McGuinty, Sr.",male,1926,1990,1,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q3013003,Dan Albas,male,1976,NA,0,0,1,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q3013044,Dan D'Autremont,male,1950,NA,0,0,1,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q3013143,Dan McTeague,male,1962,NA,1,0,0,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q3013757,Daniel Bishop Meigs,male,1835,1916,1,0,0,0,0,0,0,0,0,1,1
http://www.wikidata.org/entity/Q3014073,Daniel Gallery,male,1859,1920,1,0,0,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q3014159,Dan Hays,male,1939,NA,1,0,0,0,0,0,0,0,1,0,0
http://www.wikidata.org/entity/Q3014356,Daniel Lionel Hanington,male,1835,1909,0,0,1,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q3014520,Daniel Paillé,male,1950,NA,0,0,0,0,1,0,0,0,0,1,0
http://www.wikidata.org/entity/Q3014546,Daniel Petit,male,1948,NA,0,0,1,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q3014970,Danielle Chartier,female,NA,NA,0,1,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q3015794,Dany Morin,male,1985,NA,0,1,0,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q3016012,Darcy Furber,male,1972,NA,0,1,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q3016564,Darryl Gray,male,1946,NA,0,0,1,0,0,0,0,0,0,1,1
http://www.wikidata.org/entity/Q3017193,Dave MacKenzie,male,1946,NA,0,0,1,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q3017212,Dave Nickerson,male,1944,NA,0,0,1,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q3017287,Dave Van Kesteren,male,1955,NA,0,0,1,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q3017376,David Ames Manson,male,1841,1929,0,0,1,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q3017380,David Anderson,male,1957,NA,0,0,1,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q3017386,W. David Angus,male,1937,NA,0,0,1,0,0,0,0,0,1,0,0
http://www.wikidata.org/entity/Q3017499,David Berger,male,1950,NA,1,0,0,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q3017669,David Christopherson,male,1954,NA,0,1,0,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q3017694,David Collenette,male,1946,NA,1,0,0,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q3017772,David Dingwall,male,1952,NA,1,0,0,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q3017982,David Gourd,male,1885,1982,1,0,0,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q3018131,David Irvine,male,1831,1924,1,0,0,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q3018270,David Laurence MacLaren,male,1893,1960,1,0,0,0,0,0,0,0,0,0,1
http://www.wikidata.org/entity/Q3018407,David McGuinty,male,1960,NA,1,0,0,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q3018567,David Ovide L'Espérance,male,1864,1941,0,0,1,0,0,0,0,0,1,1,0
http://www.wikidata.org/entity/Q3018638,David Pratt,male,1955,NA,1,0,0,0,0,0,1,0,0,1,0
http://www.wikidata.org/entity/Q3018800,David Smith,male,1963,NA,1,0,0,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q3018840,David Swann,male,1949,NA,1,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q3018841,David Sweet,male,1957,NA,0,0,1,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q3018882,David Tilson,male,1941,NA,0,0,1,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q3018884,David Tkachuk,male,1945,NA,0,0,1,0,0,0,0,0,1,0,0
http://www.wikidata.org/entity/Q3018948,David Wark,male,1804,1905,1,0,0,0,0,0,0,0,1,0,0
http://www.wikidata.org/entity/Q3019246,Dawn Black,female,1943,NA,0,1,0,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q3020613,Dean Allison,male,1965,NA,0,0,1,0,0,0,1,0,0,1,0
http://www.wikidata.org/entity/Q3020868,Deborah Grey,female,1952,NA,0,0,1,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q3022554,Denis Blanchette,male,1956,NA,0,1,0,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q3022603,Denis Coderre,male,1963,NA,1,0,0,0,0,0,0,0,0,1,1
http://www.wikidata.org/entity/Q3022785,Denis Lebel,male,1954,NA,0,0,1,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q3022786,Denis Lazure,male,1925,2008,0,1,0,0,0,0,1,0,0,0,0
http://www.wikidata.org/entity/Q3022854,Denis Paradis,male,1949,NA,1,0,0,0,0,0,1,0,0,1,0
http://www.wikidata.org/entity/Q3022887,Denis Pronovost,male,1953,NA,0,0,1,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q3023079,Denise Poirier-Rivard,female,1941,NA,0,0,0,0,1,0,0,0,0,1,0
http://www.wikidata.org/entity/Q3023097,Denise Savoie,female,1943,NA,0,1,0,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q3023144,Dennis Bevington,male,1953,NA,0,1,0,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q3023150,Dennis Dawson,male,1949,NA,1,0,0,0,0,0,0,0,1,1,0
http://www.wikidata.org/entity/Q3023153,Dennis Drainville,male,1954,NA,0,1,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q3023170,Dennis James O'Connor,male,1880,1946,1,0,0,0,0,0,0,0,0,1,1
http://www.wikidata.org/entity/Q3023741,Derek Lee,male,1948,NA,1,0,0,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q3025485,Devinder Shory,male,1958,NA,0,0,1,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q3026184,Diane Ablonczy,female,1949,NA,0,0,1,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q3026188,Diane Bourgeois,female,1949,NA,0,0,0,0,1,0,0,0,0,1,0
http://www.wikidata.org/entity/Q3026209,Diane Finley,female,1957,NA,0,0,1,0,0,0,1,0,0,1,0
http://www.wikidata.org/entity/Q3026236,Diane Marleau,female,1943,2013,1,0,0,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q3026247,Diane St-Jacques,female,1953,NA,1,0,1,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q3034854,Dominic LeBlanc,male,1967,NA,1,0,0,0,0,0,1,0,0,1,0
http://www.wikidata.org/entity/Q3035346,Dominique Monet,male,1865,1923,1,0,0,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q3035361,Dominique-Napoléon Saint-Cyr,male,1826,1899,0,0,1,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q3035721,Don Bell,male,1942,NA,1,0,0,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q3035737,Don Boudria,male,1949,NA,1,0,0,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q3035763,Don Davies,male,1963,NA,0,1,0,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q3035801,Don Inverarity,male,NA,NA,1,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q3035960,Dona Cadman,female,1950,NA,0,0,1,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q3036015,Donald Elmer Black,male,1892,1980,1,0,0,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q3036020,Donald Farquharson,male,1834,1903,1,0,0,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q3036068,Donald McMillan,male,1807,1876,0,0,1,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q3036107,Donald William Cameron,male,1946,2021,0,0,1,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q3036195,Donat Raymond,male,1880,1963,1,0,0,0,0,0,0,0,1,0,0
http://www.wikidata.org/entity/Q303693,Thomas Chase-Casgrain,male,1852,1916,0,0,1,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q3037187,Dorothy Shephard,female,1953,NA,0,0,1,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q3037970,Doug Young,male,1940,NA,1,0,0,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q3038015,King Hazen,male,1885,1974,0,0,1,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q3038389,Doyle Vermette,male,1953,NA,0,1,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q3041235,Duncan Hamilton McAlister,male,1872,1932,1,0,0,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q3041869,Dwain Lingenfelter,male,1949,NA,0,1,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q3041883,Dwight Duncan,male,1959,NA,1,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q3045176,Désiré Girouard,male,1836,1911,0,0,1,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q3045196,Désiré Olivier Bourbeau,male,1834,1900,0,0,1,0,0,0,0,0,0,1,1
http://www.wikidata.org/entity/Q3046379,Earl Dreeshen,male,1953,NA,0,0,1,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q3047141,Tim Hudak,male,1967,NA,0,0,1,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q3047171,Ed Fast,male,1955,NA,0,0,1,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q3047180,Ed Holder,male,1954,NA,0,0,1,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q3047182,Ed Komarnicki,male,1949,NA,0,0,1,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q3047450,Edgar Fournier,male,1908,1994,0,0,1,0,0,0,0,0,1,1,0
http://www.wikidata.org/entity/Q3047462,Edgar Leduc,male,1888,1973,1,0,0,0,0,0,0,0,0,1,1
http://www.wikidata.org/entity/Q3047475,Edgar Nelson Rhodes,male,1877,1942,0,0,1,0,0,0,0,0,1,1,0
http://www.wikidata.org/entity/Q3047526,Edgard Jules Wermenlinger,male,1888,1956,0,0,1,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q3047829,Edmond Fortier,male,1849,1921,1,0,0,0,0,0,0,0,0,1,1
http://www.wikidata.org/entity/Q3047993,Edmond Savard,male,1862,1925,1,0,0,0,0,0,0,0,0,1,1
http://www.wikidata.org/entity/Q3048099,Edmund Heath,male,1813,1883,0,0,1,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q3048111,Edmund Leavens Chandler,male,1829,1880,1,0,0,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q3048138,Edmund Tobin Asselin,male,1920,1999,1,0,0,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q3048140,Edmund William George,male,1908,1963,1,0,0,0,0,0,0,0,0,1,0
