polit,politLabel,positionLabel,genderLabel,birthyear,deathyear,partyLabel
http://www.wikidata.org/entity/Q4822679,Aurèle Chartrand,member of the Ontario Provincial Parliament,male,1903,1975,Ontario Liberal Party
http://www.wikidata.org/entity/Q4822681,Aurèle Lacombe,Member of the National Assembly of Quebec,male,1887,1963,Labour candidates and parties in Canada
http://www.wikidata.org/entity/Q4823029,Austin Claypool,member of Alberta Legislative Assembly,male,1887,1956,Liberal Party of Canada
http://www.wikidata.org/entity/Q4823029,Austin Claypool,member of Alberta Legislative Assembly,male,1887,1956,United Farmers of Alberta
http://www.wikidata.org/entity/Q4823047,Austin Cuvillier,Member of the  Legislative Assembly of Lower Canada,male,1779,1849,Parti canadien
http://www.wikidata.org/entity/Q4823069,Austin Edwin Dewar,member of the House of Commons of Canada,male,1912,1985,Liberal Party of Canada
http://www.wikidata.org/entity/Q4823169,Austin Levi Fraser,member of the House of Commons of Canada,male,1868,1946,Conservative Party of Canada
http://www.wikidata.org/entity/Q4827739,Avard Longley,member of the House of Commons of Canada,male,1823,1884,Conservative Party of Canada
http://www.wikidata.org/entity/Q4827742,Avard Longley Davidson,member of the House of Commons of Canada,male,1877,1931,Conservative Party of Canada
http://www.wikidata.org/entity/Q4831428,Aylmer Liesemer,member of Alberta Legislative Assembly,male,1905,1995,Co-operative Commonwealth Federation
http://www.wikidata.org/entity/Q4832120,Azaire Adulphe Aubin,member of the Ontario Provincial Parliament,male,1850,1932,Progressive Conservative Party of Ontario
http://www.wikidata.org/entity/Q4832357,Azel Randolph Lusby,member of the House of Commons of Canada,male,1907,1995,Liberal Party of Canada
http://www.wikidata.org/entity/Q4852994,Baltis Rose,member of the Ontario Provincial Parliament,male,1817,1897,Progressive Conservative Party of Ontario
http://www.wikidata.org/entity/Q4859349,Barbara Sullivan,member of the Ontario Provincial Parliament,female,1943,2021,Ontario Liberal Party
http://www.wikidata.org/entity/Q4859927,Barclay Edmund Tremaine,member of the House of Commons of Canada,male,1839,1907,Liberal Party of Canada
http://www.wikidata.org/entity/Q4864472,Barry Mather,member of the House of Commons of Canada,male,1909,1982,New Democratic Party
http://www.wikidata.org/entity/Q4864597,Barry Pashak,member of a legislative assembly,male,1937,2021,Alberta New Democratic Party
http://www.wikidata.org/entity/Q4864597,Barry Pashak,member of Alberta Legislative Assembly,male,1937,2021,Alberta New Democratic Party
http://www.wikidata.org/entity/Q4864861,Barry Turner,member of the House of Commons of Canada,male,1946,2021,Progressive Conservative Party of Canada
http://www.wikidata.org/entity/Q4875660,Bea Firth,member of the Yukon Legislative Assembly,female,1946,2008,Yukon Progressive Conservative Party
http://www.wikidata.org/entity/Q4885829,Ben Heppner,Member of the Legislative Assembly of Saskatchewan,male,1943,2006,Progressive Conservative Party of Saskatchewan
http://www.wikidata.org/entity/Q5279791,Dipika Damerla,member of the Ontario Provincial Parliament,female,NA,NA,Ontario Liberal Party
http://www.wikidata.org/entity/Q5279791,Dipika Damerla,member of Mississauga City Council,female,NA,NA,Ontario Liberal Party
http://www.wikidata.org/entity/Q5293173,Don Morgan,Member of the Legislative Assembly of Saskatchewan,male,NA,NA,Saskatchewan Party
http://www.wikidata.org/entity/Q5293415,Don Roberts,member of the Yukon Legislative Assembly,male,NA,NA,Yukon Liberal Party
http://www.wikidata.org/entity/Q5295077,Donald Robertson,member of the Ontario Provincial Parliament,male,NA,NA,Progressive Conservative Party of Ontario
http://www.wikidata.org/entity/Q5285243,Djaouida Sellah,member of the House of Commons of Canada,female,1953,NA,New Democratic Party
http://www.wikidata.org/entity/Q5292541,Don Downe,member of the Nova Scotia House of Assembly,male,1951,NA,Nova Scotia Liberal Party
http://www.wikidata.org/entity/Q5292935,Don Knight,member of the Ontario Provincial Parliament,male,1942,NA,Ontario Liberal Party
http://www.wikidata.org/entity/Q5292950,Don L. Taylor,member of the House of Commons of Canada,male,1931,NA,Progressive Conservative Party of Canada
http://www.wikidata.org/entity/Q5293040,Don MacDonald,member of Alberta Legislative Assembly,male,1950,NA,Alberta Liberal Party
http://www.wikidata.org/entity/Q5293123,Don McMorris,Member of the Legislative Assembly of Saskatchewan,male,1961,NA,Saskatchewan Party
http://www.wikidata.org/entity/Q5293139,Don Meredith,member of the Senate of Canada,male,1964,NA,Conservative Party of Canada
http://www.wikidata.org/entity/Q5293328,Don Plett,member of the Senate of Canada,male,1950,NA,Conservative Party of Canada
http://www.wikidata.org/entity/Q5293488,Don Scott,member of Alberta Legislative Assembly,male,1960,NA,Progressive Conservative Association of Alberta
http://www.wikidata.org/entity/Q5293597,Don Tannas,member of Alberta Legislative Assembly,male,1938,NA,Progressive Conservative Association of Alberta
http://www.wikidata.org/entity/Q5293622,Don Toth,Speaker of the Legislative Assembly of Saskatchewan,male,1948,NA,Progressive Conservative Party of Saskatchewan
http://www.wikidata.org/entity/Q5293622,Don Toth,Member of the Legislative Assembly of Saskatchewan,male,1948,NA,Progressive Conservative Party of Saskatchewan
http://www.wikidata.org/entity/Q5293942,Donald Abel,member of the Ontario Provincial Parliament,male,1952,NA,Ontario New Democratic Party
http://www.wikidata.org/entity/Q5294707,Donald Leonard Faris,Member of the Legislative Assembly of Saskatchewan,male,1936,NA,Saskatchewan New Democratic Party
http://www.wikidata.org/entity/Q5294957,Donald Oliver,member of the Senate of Canada,male,1938,NA,Conservative Party of Canada
http://www.wikidata.org/entity/Q5295040,Donald Ravis,member of the House of Commons of Canada,male,1940,NA,Progressive Conservative Party of Canada
http://www.wikidata.org/entity/Q5295312,Donald William Cody,Member of the Legislative Assembly of Saskatchewan,male,1936,NA,Saskatchewan New Democratic Party
http://www.wikidata.org/entity/Q5296310,Donna Barnett,member of the Legislative Assembly of British Columbia,female,1953,NA,British Columbia Liberal Party
http://www.wikidata.org/entity/Q5296319,Donna Cansfield,member of the Ontario Provincial Parliament,female,1945,NA,Ontario Liberal Party
http://www.wikidata.org/entity/Q5296382,Donna Kennedy-Glans,member of Alberta Legislative Assembly,female,1960,NA,Progressive Conservative Association of Alberta
http://www.wikidata.org/entity/Q5279321,Dionel Bellemare,mayor,male,1880,1950,Union Nationale
http://www.wikidata.org/entity/Q5279321,Dionel Bellemare,Member of the National Assembly of Quebec,male,1880,1950,Union Nationale
http://www.wikidata.org/entity/Q5285809,Dmytro Lazorko,Member of the Legislative Assembly of Saskatchewan,male,1908,1982,Saskatchewan New Democratic Party
http://www.wikidata.org/entity/Q5290451,Dominic Agostino,member of the Ontario Provincial Parliament,male,1959,2004,Ontario Liberal Party
http://www.wikidata.org/entity/Q5291093,Dominique-Amable Coutlée,Member of the National Assembly of Quebec,male,1822,1882,Conservative Party of Quebec
http://www.wikidata.org/entity/Q5292243,Don Blenkarn,member of the House of Commons of Canada,male,1930,2012,Progressive Conservative Party of Canada
http://www.wikidata.org/entity/Q5292458,Don Cousens,member of the Ontario Provincial Parliament,male,1938,2017,Progressive Conservative Party of Ontario
http://www.wikidata.org/entity/Q5293096,Don McCrimmon,member of Alberta Legislative Assembly,male,1918,1992,Progressive Conservative Association of Alberta
http://www.wikidata.org/entity/Q5293933,Donald A. McLean,member of the Senate of Canada,male,1907,1973,Liberal Party of Canada
http://www.wikidata.org/entity/Q5294087,Donald Buchanan McLeod,member of the Nova Scotia House of Assembly,male,1865,1943,Nova Scotia Liberal Party
http://www.wikidata.org/entity/Q5294088,Donald Buchanan Blue,member of the House of Commons of Canada,male,1901,1974,Liberal Party of Canada
http://www.wikidata.org/entity/Q5294110,Donald C. MacDonald,member of the Ontario Provincial Parliament,male,1913,2008,Co-operative Commonwealth Federation (Ontario Section)
http://www.wikidata.org/entity/Q5294126,"Donald Cameron, Sr.",member of Alberta Legislative Assembly,male,1869,1936,United Farmers of Alberta
http://www.wikidata.org/entity/Q5294154,Donald Carrick,member of the House of Commons of Canada,male,1906,1997,Liberal Party of Canada
http://www.wikidata.org/entity/Q5294167,Donald Chisholm,member of the House of Commons of Canada,male,1822,1890,Conservative Party of Canada
http://www.wikidata.org/entity/Q5294222,Donald David Boyd,member of the Nova Scotia House of Assembly,male,1883,1956,Nova Scotia Liberal Party
http://www.wikidata.org/entity/Q5294239,Donald Deacon,member of the Ontario Provincial Parliament,male,1920,2003,Ontario Liberal Party
http://www.wikidata.org/entity/Q5294347,Donald Ferdinand Kellner,member of the House of Commons of Canada,male,1879,1935,Progressive Party of Canada
http://www.wikidata.org/entity/Q5294348,Donald Ferguson Brown,member of the House of Commons of Canada,male,1903,1959,Liberal Party of Canada
http://www.wikidata.org/entity/Q5294362,Donald Fleming,Minister of Finance,male,1905,1986,Progressive Conservative Party of Canada
http://www.wikidata.org/entity/Q5294362,Donald Fleming,Minister of Justice and Attorney General of Canada,male,1905,1986,Progressive Conservative Party of Canada
http://www.wikidata.org/entity/Q5294362,Donald Fleming,member of the House of Commons of Canada,male,1905,1986,Progressive Conservative Party of Canada
http://www.wikidata.org/entity/Q5294445,Donald Greenfield MacDonell,member of the House of Commons of Canada,male,1849,1916,Liberal Party of Canada
http://www.wikidata.org/entity/Q5294452,Donald Guthrie,member of the Ontario Provincial Parliament,male,1840,1915,Liberal Party of Canada
http://www.wikidata.org/entity/Q5294452,Donald Guthrie,member of the House of Commons of Canada,male,1840,1915,Liberal Party of Canada
http://www.wikidata.org/entity/Q5294463,Donald H. Sparrow,member of Alberta Legislative Assembly,male,1935,1993,Progressive Conservative Association of Alberta
http://www.wikidata.org/entity/Q5294480,Donald Hansen,member of Alberta Legislative Assembly,male,1924,1981,Progressive Conservative Association of Alberta
http://www.wikidata.org/entity/Q5294511,Donald Hogarth,member of the Ontario Provincial Parliament,male,1879,1950,Progressive Conservative Party of Ontario
http://www.wikidata.org/entity/Q5294597,Donald James Cowan,member of the House of Commons of Canada,male,1883,1964,Conservative Party of Canada
http://www.wikidata.org/entity/Q5294644,Donald Kinney,member of the Legislative Assembly of New Brunswick,male,1957,2021,Progressive Conservative Party of New Brunswick
http://www.wikidata.org/entity/Q5294737,Donald MacBeth Kennedy,member of Alberta Legislative Assembly,male,1884,1957,United Farmers of Alberta
http://www.wikidata.org/entity/Q5294737,Donald MacBeth Kennedy,member of Alberta Legislative Assembly,male,1884,1957,Progressive Party of Canada
http://www.wikidata.org/entity/Q5294737,Donald MacBeth Kennedy,member of the House of Commons of Canada,male,1884,1957,United Farmers of Alberta
http://www.wikidata.org/entity/Q5294737,Donald MacBeth Kennedy,member of the House of Commons of Canada,male,1884,1957,Progressive Party of Canada
http://www.wikidata.org/entity/Q5294746,Donald MacInnes,member of the Senate of Canada,male,1824,1900,Liberal-Conservative Party
http://www.wikidata.org/entity/Q5294747,Donald MacInnis,member of the House of Commons of Canada,male,1918,2007,Progressive Conservative Party of Canada
http://www.wikidata.org/entity/Q5294749,Donald MacKeen Smith,member of the Nova Scotia House of Assembly,male,1923,1998,Progressive Conservative Association of Nova Scotia
http://www.wikidata.org/entity/Q5294755,Donald MacLennan,member of the House of Commons of Canada,male,1875,1953,Liberal Party of Canada
http://www.wikidata.org/entity/Q5294755,Donald MacLennan,member of the House of Commons of Canada,male,1875,1953,Nova Scotia Liberal Party
http://www.wikidata.org/entity/Q5294755,Donald MacLennan,member of the Senate of Canada,male,1875,1953,Liberal Party of Canada
http://www.wikidata.org/entity/Q5294755,Donald MacLennan,member of the Senate of Canada,male,1875,1953,Nova Scotia Liberal Party
http://www.wikidata.org/entity/Q5294775,Donald Mackenzie Cameron,member of the House of Commons of Canada,male,1843,1920,Liberal Party of Canada
http://www.wikidata.org/entity/Q5294785,Donald Maclean,Member of the Legislative Assembly of Saskatchewan,male,1877,1947,Progressive Conservative Party of Saskatchewan
http://www.wikidata.org/entity/Q5294789,Donald Macleod,member of Alberta Legislative Assembly,male,1878,1957,United Farmers of Alberta
http://www.wikidata.org/entity/Q5294793,Donald Macmaster,member of the Ontario Provincial Parliament,male,1846,1922,Conservative Party
http://www.wikidata.org/entity/Q5294793,Donald Macmaster,member of the Ontario Provincial Parliament,male,1846,1922,Progressive Conservative Party of Ontario
http://www.wikidata.org/entity/Q5294793,Donald Macmaster,member of the House of Commons of Canada,male,1846,1922,Conservative Party
http://www.wikidata.org/entity/Q5294793,Donald Macmaster,member of the House of Commons of Canada,male,1846,1922,Progressive Conservative Party of Ontario
http://www.wikidata.org/entity/Q5294793,Donald Macmaster,Member of the 29th Parliament of the United Kingdom,male,1846,1922,Conservative Party
http://www.wikidata.org/entity/Q5294793,Donald Macmaster,Member of the 29th Parliament of the United Kingdom,male,1846,1922,Progressive Conservative Party of Ontario
http://www.wikidata.org/entity/Q5294793,Donald Macmaster,Member of the 30th Parliament of the United Kingdom,male,1846,1922,Conservative Party
http://www.wikidata.org/entity/Q5294793,Donald Macmaster,Member of the 30th Parliament of the United Kingdom,male,1846,1922,Progressive Conservative Party of Ontario
http://www.wikidata.org/entity/Q5294793,Donald Macmaster,Member of the 31st Parliament of the United Kingdom,male,1846,1922,Conservative Party
http://www.wikidata.org/entity/Q5294793,Donald Macmaster,Member of the 31st Parliament of the United Kingdom,male,1846,1922,Progressive Conservative Party of Ontario
http://www.wikidata.org/entity/Q5294793,Donald Macmaster,Bâtonnier de Montréal,male,1846,1922,Conservative Party
http://www.wikidata.org/entity/Q5294793,Donald Macmaster,Bâtonnier de Montréal,male,1846,1922,Progressive Conservative Party of Ontario
http://www.wikidata.org/entity/Q5294813,Donald Matheson Sutherland,member of the House of Commons of Canada,male,1879,1970,Conservative Party of Canada
http://www.wikidata.org/entity/Q5294817,Donald McAlpine,member of the Ontario Provincial Parliament,male,1869,1925,Ontario Liberal Party
http://www.wikidata.org/entity/Q5294831,Donald McDonald,member of the Senate of Canada,male,1816,1879,Liberal Party of Canada
http://www.wikidata.org/entity/Q5294863,Donald McNabb,member of Alberta Legislative Assembly,male,1870,1934,Dominion Labor Party
http://www.wikidata.org/entity/Q5294867,Donald McNiven,member of the House of Commons of Canada,male,1887,1961,Liberal Party of Canada
http://www.wikidata.org/entity/Q5294867,Donald McNiven,Member of the Legislative Assembly of Saskatchewan,male,1887,1961,Liberal Party of Canada
http://www.wikidata.org/entity/Q5294881,Donald Mighton McPherson,Member of the Legislative Assembly of Saskatchewan,male,1918,1973,Saskatchewan Liberal Party
http://www.wikidata.org/entity/Q5294907,Donald Morrow,member of the Ontario Provincial Parliament,male,1908,1995,Progressive Conservative Party of Ontario
http://www.wikidata.org/entity/Q5294937,Donald Niel Cameron,member of the House of Commons of Canada,male,1917,2014,Progressive Conservative Party of Canada
http://www.wikidata.org/entity/Q5294971,Donald P. McInnes,member of the Nova Scotia House of Assembly,male,1933,2015,Progressive Conservative Association of Nova Scotia
http://www.wikidata.org/entity/Q5295135,Donald Sharpe,member of the Ontario Provincial Parliament,male,1875,1966,Progressive Conservative Party of Ontario
http://www.wikidata.org/entity/Q5295154,Donald Sinclair,member of the Ontario Provincial Parliament,male,1829,1900,Ontario Liberal Party
http://www.wikidata.org/entity/Q5295172,Donald Smith,member of the House of Commons of Canada,male,1905,1985,Liberal Party of Canada
http://www.wikidata.org/entity/Q5295206,Donald Sutherland,member of the House of Commons of Canada,male,1863,1949,Conservative Party of Canada
http://www.wikidata.org/entity/Q5295206,Donald Sutherland,member of the Senate of Canada,male,1863,1949,Conservative Party of Canada
http://www.wikidata.org/entity/Q5295216,Donald Taylor,member of the Yukon Legislative Assembly,male,1933,2012,Yukon Progressive Conservative Party
http://www.wikidata.org/entity/Q5295264,Donald W. Munro,member of the House of Commons of Canada,male,1916,1998,Progressive Conservative Party of Canada
http://www.wikidata.org/entity/Q5295289,Donald Watson Davis,member of the House of Commons of Canada,male,1849,1906,Conservative Party of Canada
http://www.wikidata.org/entity/Q5295324,Donald Wood,member of the House of Commons of Canada,male,1933,2015,Liberal Party of Canada
http://www.wikidata.org/entity/Q5111126,Christine Melnick,Minister of Water Stewardship,female,NA,NA,New Democratic Party of Manitoba
http://www.wikidata.org/entity/Q5111126,Christine Melnick,Member of the Executive Council of Manitoba,female,NA,NA,New Democratic Party of Manitoba
http://www.wikidata.org/entity/Q5111203,Christine Tell,Member of the Legislative Assembly of Saskatchewan,female,NA,NA,Saskatchewan Party
http://www.wikidata.org/entity/Q5132607,Cliff Graydon,member of the Legislative Assembly of Manitoba,male,NA,NA,Progressive Conservative Party of Manitoba
http://www.wikidata.org/entity/Q5145595,Colin Stewart Cameron,member of the Ontario Provincial Parliament,male,NA,NA,Progressive Conservative Party of Ontario
http://www.wikidata.org/entity/Q5110697,Christie Mjolsness,member of Alberta Legislative Assembly,female,1955,NA,Alberta New Democratic Party
http://www.wikidata.org/entity/Q5111010,Christine Elliott,member of the Ontario Provincial Parliament,female,1954,NA,Progressive Conservative Party of Ontario
http://www.wikidata.org/entity/Q5111049,Christine Hart,member of the Ontario Provincial Parliament,female,1950,NA,Ontario Liberal Party
http://www.wikidata.org/entity/Q5111942,Christopher Bentley,member of the Ontario Provincial Parliament,male,1956,NA,Ontario Liberal Party
http://www.wikidata.org/entity/Q5113009,Christopher P. Chisholm,member of the Nova Scotia House of Assembly,male,1854,NA,Nova Scotia Liberal Party
http://www.wikidata.org/entity/Q5115664,Chuck Porter,member of the Nova Scotia House of Assembly,male,1964,NA,Progressive Conservative Association of Nova Scotia
http://www.wikidata.org/entity/Q5119486,Cid Samson,member of the House of Commons of Canada,male,1943,NA,New Democratic Party
http://www.wikidata.org/entity/Q5120475,Cindy Ady,member of Alberta Legislative Assembly,female,1950,NA,Progressive Conservative Association of Alberta
http://www.wikidata.org/entity/Q5120527,Cindy Forster,member of the Ontario Provincial Parliament,female,1953,NA,Ontario New Democratic Party
http://www.wikidata.org/entity/Q5125132,Claire-Hélène Hovington,Member of the National Assembly of Quebec,female,1944,NA,Parti libéral du Québec
http://www.wikidata.org/entity/Q5125332,Claire Trevena,member of the Legislative Assembly of British Columbia,female,1962,NA,British Columbia New Democratic Party
http://www.wikidata.org/entity/Q5125337,Claire Vaive,Member of the National Assembly of Quebec,female,1940,NA,Parti libéral du Québec
http://www.wikidata.org/entity/Q5129394,Claudio Polsinelli,member of the Ontario Provincial Parliament,male,1952,NA,Ontario Liberal Party
http://www.wikidata.org/entity/Q5129978,Clay Serby,Member of the Legislative Assembly of Saskatchewan,male,1950,NA,Saskatchewan New Democratic Party
http://www.wikidata.org/entity/Q5132550,Cliff Breitkreuz,member of the House of Commons of Canada,male,1940,NA,Reform Party of Canada
http://www.wikidata.org/entity/Q5132550,Cliff Breitkreuz,member of the Senate of Canada,male,1940,NA,Reform Party of Canada
http://www.wikidata.org/entity/Q5132575,Cliff Cullen,Member of the Executive Council of Manitoba,male,1962,NA,Progressive Conservative Party of Manitoba
http://www.wikidata.org/entity/Q5134548,Clive Doucet,Ottawa City Council,male,1946,NA,Green Party of Canada
http://www.wikidata.org/entity/Q5145223,Colin Isaacs,member of the Ontario Provincial Parliament,male,1948,NA,Ontario New Democratic Party
http://www.wikidata.org/entity/Q5145338,Colin Maxwell,Member of the Legislative Assembly of Saskatchewan,male,1943,NA,Progressive Conservative Party of Saskatchewan
http://www.wikidata.org/entity/Q5145617,Colin Thatcher,Member of the Legislative Assembly of Saskatchewan,male,1938,NA,Progressive Conservative Party of Saskatchewan
http://www.wikidata.org/entity/Q5145721,Coline Campbell,member of the House of Commons of Canada,female,1940,NA,Liberal Party of Canada
http://www.wikidata.org/entity/Q5146294,Colleen Soetaert,member of Alberta Legislative Assembly,female,1956,NA,Alberta Liberal Party
http://www.wikidata.org/entity/Q5161914,Connie Osterman,member of Alberta Legislative Assembly,female,1936,NA,Progressive Conservative Association of Alberta
http://www.wikidata.org/entity/Q5163203,Consiglio Di Nino,member of the Senate of Canada,male,1938,NA,Conservative Party of Canada
http://www.wikidata.org/entity/Q5163203,Consiglio Di Nino,Representative of the Parliamentary Assembly of the Council of Europe,male,1938,NA,Conservative Party of Canada
http://www.wikidata.org/entity/Q5170456,Corey Tochor,member of the House of Commons of Canada,male,1970,NA,Saskatchewan Party
http://www.wikidata.org/entity/Q5170456,Corey Tochor,Member of the Legislative Assembly of Saskatchewan,male,1970,NA,Saskatchewan Party
http://www.wikidata.org/entity/Q5109804,Christian Kloepfer,member of the House of Commons of Canada,male,1847,1913,Conservative Party of Canada
http://www.wikidata.org/entity/Q5109806,Christian Kohler,member of the Ontario Provincial Parliament,male,1859,1926,Ontario Liberal Party
http://www.wikidata.org/entity/Q5111191,Christine Stewart,member of the House of Commons of Canada,female,1941,2015,Liberal Party of Canada
http://www.wikidata.org/entity/Q5111938,Christopher Benfield Carter,Member of the National Assembly of Quebec,male,1844,1906,Parti libéral du Québec
http://www.wikidata.org/entity/Q5111938,Christopher Benfield Carter,Bâtonnier du Québec,male,1844,1906,Parti libéral du Québec
http://www.wikidata.org/entity/Q5111938,Christopher Benfield Carter,Bâtonnier de Montréal,male,1844,1906,Parti libéral du Québec
http://www.wikidata.org/entity/Q5112320,Christopher Finlay Fraser,member of the Ontario Provincial Parliament,male,1839,1894,Ontario Liberal Party
http://www.wikidata.org/entity/Q5113032,Christopher Pattinson,member of Alberta Legislative Assembly,male,1885,1958,Dominion Labor Party
http://www.wikidata.org/entity/Q5113429,Christopher William Bunting,member of the House of Commons of Canada,male,1837,1896,Conservative Party of Canada
http://www.wikidata.org/entity/Q5115420,Chuck Cook,member of the House of Commons of Canada,male,1926,1993,Progressive Conservative Party of Canada
http://www.wikidata.org/entity/Q5115420,Chuck Cook,member of the House of Commons of Canada,male,1926,1993,Progressive Conservative Association of Alberta
http://www.wikidata.org/entity/Q5120572,Cindy Nicholas,member of the Ontario Provincial Parliament,female,1957,2016,Ontario Liberal Party
http://www.wikidata.org/entity/Q5126199,Clare Mapledoram,member of the Ontario Provincial Parliament,male,1903,1983,Progressive Conservative Party of Ontario
http://www.wikidata.org/entity/Q5126445,Clarence Copithorne,member of Alberta Legislative Assembly,male,1920,1979,Progressive Conservative Association of Alberta
http://www.wikidata.org/entity/Q5126537,Clarence George Willis,Member of the Legislative Assembly of Saskatchewan,male,1907,1984,Saskatchewan New Democratic Party
http://www.wikidata.org/entity/Q5126539,Clarence Gillis,member of the House of Commons of Canada,male,1895,1960,Co-operative Commonwealth Federation
http://www.wikidata.org/entity/Q5126561,Clarence Hamilton,Member of the National Assembly of Quebec,male,1833,1894,Parti libéral du Québec
http://www.wikidata.org/entity/Q5126609,Clarence Jameson,member of the House of Commons of Canada,male,1872,1928,Conservative Party of Canada
http://www.wikidata.org/entity/Q5126670,Clarence Milligan,member of the House of Commons of Canada,male,1904,1993,Progressive Conservative Party of Canada
http://www.wikidata.org/entity/Q5126684,Clarence Owen Cooper,member of the House of Commons of Canada,male,1899,1966,Progressive Conservative Party of Canada
http://www.wikidata.org/entity/Q5126708,Clarence Primrose,member of the Senate of Canada,male,1830,1902,Liberal-Conservative Party
http://www.wikidata.org/entity/Q5126763,Clarence Stork,Member of the Legislative Assembly of Saskatchewan,male,1896,1970,Saskatchewan New Democratic Party
http://www.wikidata.org/entity/Q5126767,Clarence Tade,member of Alberta Legislative Assembly,male,1883,1961,Alberta Social Credit Party
http://www.wikidata.org/entity/Q5127337,Clark Murray,member of the House of Commons of Canada,male,1900,1983,Liberal Party of Canada
http://www.wikidata.org/entity/Q5127508,Clarke Tivy Rollins,member of the Ontario Provincial Parliament,male,1912,1996,Progressive Conservative Party of Ontario
http://www.wikidata.org/entity/Q5128711,Claude Bennett,member of the Ontario Provincial Parliament,male,1936,2020,Progressive Conservative Party of Ontario
http://www.wikidata.org/entity/Q5128929,Claude Lefebvre,mayor,male,1929,2016,Parti PRO des Lavallois
http://www.wikidata.org/entity/Q5129108,Claudette Boyer,member of the Ontario Provincial Parliament,female,1938,2013,Ontario Liberal Party
http://www.wikidata.org/entity/Q5129469,Claudius Charles Davies,member of the House of Commons of Canada,male,1879,1936,Progressive Party of Canada
http://www.wikidata.org/entity/Q5130256,Clayton Hodgson,member of the House of Commons of Canada,male,1897,1970,Progressive Conservative Party of Canada
http://www.wikidata.org/entity/Q5130288,Clayton Lyons,member of the Ontario Provincial Parliament,male,1900,1962,Progressive Conservative Party of Ontario
http://www.wikidata.org/entity/Q5131387,Clement O'Leary,member of the House of Commons of Canada,male,1916,1969,Progressive Conservative Party of Canada
http://www.wikidata.org/entity/Q5131387,Clement O'Leary,member of the Senate of Canada,male,1916,1969,Progressive Conservative Party of Canada
http://www.wikidata.org/entity/Q5132585,Cliff Downey,member of the House of Commons of Canada,male,1928,2018,Progressive Conservative Party of Canada
http://www.wikidata.org/entity/Q5132700,Cliff McIsaac,member of the House of Commons of Canada,male,1930,2006,Liberal Party of Canada
http://www.wikidata.org/entity/Q5132700,Cliff McIsaac,Member of the Legislative Assembly of Saskatchewan,male,1930,2006,Liberal Party of Canada
http://www.wikidata.org/entity/Q5132726,Cliff Pilkey,member of the Ontario Provincial Parliament,male,1922,2012,Ontario New Democratic Party
http://www.wikidata.org/entity/Q5132892,Clifford Case,member of the Ontario Provincial Parliament,male,1897,1940,Progressive Conservative Party of Ontario
http://www.wikidata.org/entity/Q5132923,Clifford Doan,member of Alberta Legislative Assembly,male,1905,1990,Progressive Conservative Association of Alberta
http://www.wikidata.org/entity/Q5133046,Clifford Smallwood,member of the House of Commons of Canada,male,1915,1979,Progressive Conservative Party of Canada
http://www.wikidata.org/entity/Q5133943,Clint Dunford,member of Alberta Legislative Assembly,male,1943,2021,Progressive Conservative Association of Alberta
http://www.wikidata.org/entity/Q5134118,Clinton French,Hanna,male,1907,1987,Alberta Social Credit Party
http://www.wikidata.org/entity/Q5134118,Clinton French,member of Alberta Legislative Assembly,male,1907,1987,Alberta Social Credit Party
http://www.wikidata.org/entity/Q5134196,Clinton Oliver White,Member of the Legislative Assembly of Saskatchewan,male,1928,2020,Saskatchewan New Democratic Party
http://www.wikidata.org/entity/Q5137287,Clément Robillard,Member of the National Assembly of Quebec,male,1850,1926,Liberal Party of Canada
http://www.wikidata.org/entity/Q5144944,Colin Cameron,member of the House of Commons of Canada,male,1896,1968,New Democratic Party
http://www.wikidata.org/entity/Q5144944,Colin Cameron,member of the House of Commons of Canada,male,1896,1968,Co-operative Commonwealth Federation
http://www.wikidata.org/entity/Q5144951,Colin Campbell,member of the Ontario Provincial Parliament,male,1901,1978,Liberal Party of Canada
http://www.wikidata.org/entity/Q5144951,Colin Campbell,member of the House of Commons of Canada,male,1901,1978,Liberal Party of Canada
http://www.wikidata.org/entity/Q5145028,Colin D. Gibson,member of the House of Commons of Canada,male,1922,2002,Liberal Party of Canada
http://www.wikidata.org/entity/Q5145072,Colin Emerson Bennett,member of the House of Commons of Canada,male,1908,1993,Liberal Party of Canada
http://www.wikidata.org/entity/Q5145105,Colin Francis McIsaac,member of the House of Commons of Canada,male,1854,1927,Liberal Party of Canada
http://www.wikidata.org/entity/Q5145105,Colin Francis McIsaac,member of the House of Commons of Canada,male,1854,1927,Nova Scotia Liberal Party
http://www.wikidata.org/entity/Q5145105,Colin Francis McIsaac,member of the Nova Scotia House of Assembly,male,1854,1927,Liberal Party of Canada
http://www.wikidata.org/entity/Q5145105,Colin Francis McIsaac,member of the Nova Scotia House of Assembly,male,1854,1927,Nova Scotia Liberal Party
http://www.wikidata.org/entity/Q5145133,Colin Genge,member of Alberta Legislative Assembly,male,1859,1910,Alberta Liberal Party
http://www.wikidata.org/entity/Q5145168,Colin H. Campbell,Member of the Executive Council of Manitoba,male,1859,1914,Manitoba Liberal Party
http://www.wikidata.org/entity/Q5145304,Colin MacDougall,member of the House of Commons of Canada,male,1834,1901,Liberal Party of Canada
http://www.wikidata.org/entity/Q5145642,Colin W. G. Gibson,member of the House of Commons of Canada,male,1891,1974,Liberal Party of Canada
http://www.wikidata.org/entity/Q5145642,Colin W. G. Gibson,Minister of National Defence for Air,male,1891,1974,Liberal Party of Canada
