polit,politLabel,positionLabel,genderLabel,birthyear,deathyear,partyLabel
http://www.wikidata.org/entity/Q661182,Brad Cathers,member of the Yukon Legislative Assembly,male,NA,NA,Yukon Party
http://www.wikidata.org/entity/Q649428,Jon Gerrard,member of the House of Commons of Canada,male,1947,NA,Liberal Party of Canada
http://www.wikidata.org/entity/Q649428,Jon Gerrard,member of the House of Commons of Canada,male,1947,NA,Manitoba Liberal Party
http://www.wikidata.org/entity/Q649428,Jon Gerrard,member of the Legislative Assembly of Manitoba,male,1947,NA,Liberal Party of Canada
http://www.wikidata.org/entity/Q649428,Jon Gerrard,member of the Legislative Assembly of Manitoba,male,1947,NA,Manitoba Liberal Party
http://www.wikidata.org/entity/Q655512,Stephen Lewis,Leader of the Opposition,male,1937,NA,New Democratic Party
http://www.wikidata.org/entity/Q655512,Stephen Lewis,member of the Ontario Provincial Parliament,male,1937,NA,New Democratic Party
http://www.wikidata.org/entity/Q655512,Stephen Lewis,United Nations Special Envoy for HIV/AIDS in Africa,male,1937,NA,New Democratic Party
http://www.wikidata.org/entity/Q655512,Stephen Lewis,permanent Representative of Canada to the United Nations,male,1937,NA,New Democratic Party
http://www.wikidata.org/entity/Q656467,Janice Sherry,member of the Legislative Assembly of Prince Edward Island,female,1953,NA,Prince Edward Island Liberal Party
http://www.wikidata.org/entity/Q663134,Jean-Marc Robitaille,mayor,male,1955,NA,Progressive Conservative Party of Canada
http://www.wikidata.org/entity/Q663134,Jean-Marc Robitaille,member of the House of Commons of Canada,male,1955,NA,Progressive Conservative Party of Canada
http://www.wikidata.org/entity/Q664086,Gabriel Nadeau-Dubois,spokesperson,male,1990,NA,Québec solidaire
http://www.wikidata.org/entity/Q664086,Gabriel Nadeau-Dubois,Member of the National Assembly of Quebec,male,1990,NA,Québec solidaire
http://www.wikidata.org/entity/Q667076,Dean Del Mastro,member of the House of Commons of Canada,male,1970,NA,Independent Conservative
http://www.wikidata.org/entity/Q667076,Dean Del Mastro,Representative of the Parliamentary Assembly of the Council of Europe,male,1970,NA,Independent Conservative
http://www.wikidata.org/entity/Q668271,Elizabeth Marshall,member of the Senate of Canada,female,1951,NA,Conservative Party of Canada
http://www.wikidata.org/entity/Q668542,Brian Tobin,Premier of Newfoundland and Labrador,male,1954,NA,Liberal Party of Canada
http://www.wikidata.org/entity/Q668542,Brian Tobin,member of the House of Commons of Canada,male,1954,NA,Liberal Party of Canada
http://www.wikidata.org/entity/Q668542,Brian Tobin,member of the Newfoundland and Labrador House of Assembly,male,1954,NA,Liberal Party of Canada
http://www.wikidata.org/entity/Q669034,Daniel Turp,Member of the National Assembly of Quebec,male,1955,NA,Bloc Québécois
http://www.wikidata.org/entity/Q669034,Daniel Turp,member of the House of Commons of Canada,male,1955,NA,Bloc Québécois
http://www.wikidata.org/entity/Q669355,Lee Richardson,member of the House of Commons of Canada,male,1947,NA,Conservative Party of Canada
http://www.wikidata.org/entity/Q669355,Lee Richardson,member of the House of Commons of Canada,male,1947,NA,Progressive Conservative Party of Canada
http://www.wikidata.org/entity/Q648593,Edmund James Flynn,Premier of Quebec,male,1847,1927,Parti libéral du Québec
http://www.wikidata.org/entity/Q648593,Edmund James Flynn,leader of the Official Opposition of Quebec,male,1847,1927,Parti libéral du Québec
http://www.wikidata.org/entity/Q648593,Edmund James Flynn,Member of the National Assembly of Quebec,male,1847,1927,Parti libéral du Québec
http://www.wikidata.org/entity/Q648593,Edmund James Flynn,Solicitor General of Quebec,male,1847,1927,Parti libéral du Québec
http://www.wikidata.org/entity/Q648593,Edmund James Flynn,judge of the Quebec Superior Court,male,1847,1927,Parti libéral du Québec
http://www.wikidata.org/entity/Q648593,Edmund James Flynn,Bâtonnier de Québec,male,1847,1927,Parti libéral du Québec
http://www.wikidata.org/entity/Q648593,Edmund James Flynn,judge of the Quebec Court of Appeal,male,1847,1927,Parti libéral du Québec
http://www.wikidata.org/entity/Q650980,Robert Bourassa,Premier of Quebec,male,1933,1996,Parti libéral du Québec
http://www.wikidata.org/entity/Q650980,Robert Bourassa,Member of the National Assembly of Quebec,male,1933,1996,Parti libéral du Québec
http://www.wikidata.org/entity/Q650980,Robert Bourassa,Minister of Finance,male,1933,1996,Parti libéral du Québec
http://www.wikidata.org/entity/Q651597,Elijah Harper,Minister of Aboriginal and Northern Affairs,male,1949,2013,Liberal Party of Canada
http://www.wikidata.org/entity/Q651597,Elijah Harper,Minister of Aboriginal and Northern Affairs,male,1949,2013,New Democratic Party of Manitoba
http://www.wikidata.org/entity/Q651597,Elijah Harper,member of the House of Commons of Canada,male,1949,2013,Liberal Party of Canada
http://www.wikidata.org/entity/Q651597,Elijah Harper,member of the House of Commons of Canada,male,1949,2013,New Democratic Party of Manitoba
http://www.wikidata.org/entity/Q651597,Elijah Harper,Member of the Executive Council of Manitoba,male,1949,2013,Liberal Party of Canada
http://www.wikidata.org/entity/Q651597,Elijah Harper,Member of the Executive Council of Manitoba,male,1949,2013,New Democratic Party of Manitoba
http://www.wikidata.org/entity/Q651597,Elijah Harper,member of the Legislative Assembly of Manitoba,male,1949,2013,Liberal Party of Canada
http://www.wikidata.org/entity/Q651597,Elijah Harper,member of the Legislative Assembly of Manitoba,male,1949,2013,New Democratic Party of Manitoba
http://www.wikidata.org/entity/Q654362,Charles Gérin-Lajoie,member of the House of Commons of Canada,male,1824,1895,Liberal Party of Canada
http://www.wikidata.org/entity/Q654362,Charles Gérin-Lajoie,member of the House of Commons of Canada,male,1824,1895,Parti rouge
http://www.wikidata.org/entity/Q654966,Jérémie-Louis Décarie,Member of the National Assembly of Quebec,male,1870,1927,Liberal Party of Canada
http://www.wikidata.org/entity/Q654966,Jérémie-Louis Décarie,Member of the National Assembly of Quebec,male,1870,1927,Parti libéral du Québec
http://www.wikidata.org/entity/Q657712,Hewitt Bostock,Speaker of the Senate,male,1864,1930,Liberal Party of Canada
http://www.wikidata.org/entity/Q657712,Hewitt Bostock,member of the House of Commons of Canada,male,1864,1930,Liberal Party of Canada
http://www.wikidata.org/entity/Q657712,Hewitt Bostock,member of the Senate of Canada,male,1864,1930,Liberal Party of Canada
http://www.wikidata.org/entity/Q658758,Fred McCain,member of the House of Commons of Canada,male,1917,1997,Progressive Conservative Party of Canada
http://www.wikidata.org/entity/Q658758,Fred McCain,member of the Legislative Assembly of New Brunswick,male,1917,1997,Progressive Conservative Party of Canada
http://www.wikidata.org/entity/Q660646,Pierre-Joseph-Olivier Chauveau,Speaker of the Senate,male,1820,1890,Conservative Party of Quebec
http://www.wikidata.org/entity/Q660646,Pierre-Joseph-Olivier Chauveau,Premier of Quebec,male,1820,1890,Conservative Party of Quebec
http://www.wikidata.org/entity/Q660646,Pierre-Joseph-Olivier Chauveau,Member of the National Assembly of Quebec,male,1820,1890,Conservative Party of Quebec
http://www.wikidata.org/entity/Q660646,Pierre-Joseph-Olivier Chauveau,member of the House of Commons of Canada,male,1820,1890,Conservative Party of Quebec
http://www.wikidata.org/entity/Q660646,Pierre-Joseph-Olivier Chauveau,member of the Senate of Canada,male,1820,1890,Conservative Party of Quebec
http://www.wikidata.org/entity/Q660646,Pierre-Joseph-Olivier Chauveau,Member of the Legislative Assembly of the Province of Canada,male,1820,1890,Conservative Party of Quebec
http://www.wikidata.org/entity/Q660983,Joseph-Éloi Fontaine,mayor,male,1865,1930,Liberal Party of Canada
http://www.wikidata.org/entity/Q660983,Joseph-Éloi Fontaine,member of the House of Commons of Canada,male,1865,1930,Liberal Party of Canada
http://www.wikidata.org/entity/Q663451,Thomas Nicholson Gibbs,member of the House of Commons of Canada,male,1821,1883,Liberal-Conservative Party
http://www.wikidata.org/entity/Q663451,Thomas Nicholson Gibbs,member of the Senate of Canada,male,1821,1883,Liberal-Conservative Party
http://www.wikidata.org/entity/Q668183,Léopold Langlois,member of the House of Commons of Canada,male,1913,1996,Liberal Party of Canada
http://www.wikidata.org/entity/Q668183,Léopold Langlois,member of the Senate of Canada,male,1913,1996,Liberal Party of Canada
http://www.wikidata.org/entity/Q668541,Marcel Tremblay,member of the House of Commons of Canada,male,1943,2021,Progressive Conservative Party of Canada
http://www.wikidata.org/entity/Q669438,William Duff,member of the House of Commons of Canada,male,1872,1953,Liberal Party of Canada
http://www.wikidata.org/entity/Q669438,William Duff,member of the Senate of Canada,male,1872,1953,Liberal Party of Canada
http://www.wikidata.org/entity/Q669955,George-Étienne Cartier,Member of the National Assembly of Quebec,male,1814,1873,Conservative Party of Canada
http://www.wikidata.org/entity/Q669955,George-Étienne Cartier,member of the House of Commons of Canada,male,1814,1873,Conservative Party of Canada
http://www.wikidata.org/entity/Q669955,George-Étienne Cartier,Joint Premier of the Province of Canada for Canada East,male,1814,1873,Conservative Party of Canada
http://www.wikidata.org/entity/Q128664,Wilfrid Laurier,President of the Queen's Privy Council for Canada,male,1841,1919,Liberal Party of Canada
http://www.wikidata.org/entity/Q128664,Wilfrid Laurier,Member of the National Assembly of Quebec,male,1841,1919,Liberal Party of Canada
http://www.wikidata.org/entity/Q128664,Wilfrid Laurier,member of the House of Commons of Canada,male,1841,1919,Liberal Party of Canada
http://www.wikidata.org/entity/Q128664,Wilfrid Laurier,leader of the Liberal Party of Canada,male,1841,1919,Liberal Party of Canada
http://www.wikidata.org/entity/Q128664,Wilfrid Laurier,Bâtonnier d'Arthabaska,male,1841,1919,Liberal Party of Canada
http://www.wikidata.org/entity/Q128672,Charles Tupper,ambassador,male,1821,1915,Conservative Party of Canada
http://www.wikidata.org/entity/Q128672,Charles Tupper,ambassador,male,1821,1915,Conservative Party of Canada
http://www.wikidata.org/entity/Q128672,Charles Tupper,Prime Minister of Canada,male,1821,1915,Conservative Party of Canada
http://www.wikidata.org/entity/Q128672,Charles Tupper,Prime Minister of Canada,male,1821,1915,Conservative Party of Canada
http://www.wikidata.org/entity/Q128672,Charles Tupper,president,male,1821,1915,Conservative Party of Canada
http://www.wikidata.org/entity/Q128672,Charles Tupper,president,male,1821,1915,Conservative Party of Canada
http://www.wikidata.org/entity/Q128672,Charles Tupper,Leader of the Official Opposition,male,1821,1915,Conservative Party of Canada
http://www.wikidata.org/entity/Q128672,Charles Tupper,Leader of the Official Opposition,male,1821,1915,Conservative Party of Canada
http://www.wikidata.org/entity/Q128672,Charles Tupper,Minister of Finance,male,1821,1915,Conservative Party of Canada
http://www.wikidata.org/entity/Q128672,Charles Tupper,Minister of Finance,male,1821,1915,Conservative Party of Canada
http://www.wikidata.org/entity/Q128672,Charles Tupper,Premier of Nova Scotia,male,1821,1915,Conservative Party of Canada
http://www.wikidata.org/entity/Q128672,Charles Tupper,Premier of Nova Scotia,male,1821,1915,Conservative Party of Canada
http://www.wikidata.org/entity/Q128672,Charles Tupper,Secretary of State for Canada,male,1821,1915,Conservative Party of Canada
http://www.wikidata.org/entity/Q128672,Charles Tupper,Secretary of State for Canada,male,1821,1915,Conservative Party of Canada
http://www.wikidata.org/entity/Q128672,Charles Tupper,member of the House of Commons of Canada,male,1821,1915,Conservative Party of Canada
http://www.wikidata.org/entity/Q128672,Charles Tupper,member of the House of Commons of Canada,male,1821,1915,Conservative Party of Canada
http://www.wikidata.org/entity/Q128672,Charles Tupper,member of the Nova Scotia House of Assembly,male,1821,1915,Conservative Party of Canada
http://www.wikidata.org/entity/Q128672,Charles Tupper,member of the Nova Scotia House of Assembly,male,1821,1915,Conservative Party of Canada
http://www.wikidata.org/entity/Q128672,Charles Tupper,Member of the Privy Council of the United Kingdom,male,1821,1915,Conservative Party of Canada
http://www.wikidata.org/entity/Q128672,Charles Tupper,Member of the Privy Council of the United Kingdom,male,1821,1915,Conservative Party of Canada
http://www.wikidata.org/entity/Q128677,Mackenzie Bowell,Prime Minister of Canada,male,1823,1917,Conservative Party of Canada
http://www.wikidata.org/entity/Q128677,Mackenzie Bowell,Prime Minister of Canada,male,1823,1917,Liberal-Conservative Party
http://www.wikidata.org/entity/Q128677,Mackenzie Bowell,Representative of the Government in the Senate,male,1823,1917,Conservative Party of Canada
http://www.wikidata.org/entity/Q128677,Mackenzie Bowell,Representative of the Government in the Senate,male,1823,1917,Liberal-Conservative Party
http://www.wikidata.org/entity/Q128677,Mackenzie Bowell,member of the Senate of Canada,male,1823,1917,Conservative Party of Canada
http://www.wikidata.org/entity/Q128677,Mackenzie Bowell,member of the Senate of Canada,male,1823,1917,Liberal-Conservative Party
http://www.wikidata.org/entity/Q128686,John Sparrow David Thompson,Prime Minister of Canada,male,1845,1894,Liberal-Conservative Party
http://www.wikidata.org/entity/Q128686,John Sparrow David Thompson,Premier of Nova Scotia,male,1845,1894,Liberal-Conservative Party
http://www.wikidata.org/entity/Q128686,John Sparrow David Thompson,member of the House of Commons of Canada,male,1845,1894,Liberal-Conservative Party
http://www.wikidata.org/entity/Q128686,John Sparrow David Thompson,member of the Nova Scotia House of Assembly,male,1845,1894,Liberal-Conservative Party
http://www.wikidata.org/entity/Q128686,John Sparrow David Thompson,Member of the Privy Council of the United Kingdom,male,1845,1894,Liberal-Conservative Party
http://www.wikidata.org/entity/Q128696,John Abbott,Mayor of Montreal,male,1821,1893,Conservative Party of Canada
http://www.wikidata.org/entity/Q128696,John Abbott,Prime Minister of Canada,male,1821,1893,Conservative Party of Canada
http://www.wikidata.org/entity/Q128696,John Abbott,Representative of the Government in the Senate,male,1821,1893,Conservative Party of Canada
http://www.wikidata.org/entity/Q128696,John Abbott,member of the House of Commons of Canada,male,1821,1893,Conservative Party of Canada
http://www.wikidata.org/entity/Q128696,John Abbott,member of the Senate of Canada,male,1821,1893,Conservative Party of Canada
http://www.wikidata.org/entity/Q128702,John A. Macdonald,Prime Minister of Canada,male,1815,1891,Conservative Party of Canada
http://www.wikidata.org/entity/Q128702,John A. Macdonald,Prime Minister of Canada,male,1815,1891,Liberal-Conservative Party
http://www.wikidata.org/entity/Q128702,John A. Macdonald,Prime Minister of Canada,male,1815,1891,Great Coalition
http://www.wikidata.org/entity/Q128702,John A. Macdonald,Prime Minister of Canada,male,1815,1891,Upper Canada Tories
http://www.wikidata.org/entity/Q128702,John A. Macdonald,member of the House of Commons of Canada,male,1815,1891,Conservative Party of Canada
http://www.wikidata.org/entity/Q128702,John A. Macdonald,member of the House of Commons of Canada,male,1815,1891,Liberal-Conservative Party
http://www.wikidata.org/entity/Q128702,John A. Macdonald,member of the House of Commons of Canada,male,1815,1891,Great Coalition
http://www.wikidata.org/entity/Q128702,John A. Macdonald,member of the House of Commons of Canada,male,1815,1891,Upper Canada Tories
http://www.wikidata.org/entity/Q128702,John A. Macdonald,Joint Premier of the Province of Canada for Canada West,male,1815,1891,Conservative Party of Canada
http://www.wikidata.org/entity/Q128702,John A. Macdonald,Joint Premier of the Province of Canada for Canada West,male,1815,1891,Liberal-Conservative Party
http://www.wikidata.org/entity/Q128702,John A. Macdonald,Joint Premier of the Province of Canada for Canada West,male,1815,1891,Great Coalition
http://www.wikidata.org/entity/Q128702,John A. Macdonald,Joint Premier of the Province of Canada for Canada West,male,1815,1891,Upper Canada Tories
http://www.wikidata.org/entity/Q128702,John A. Macdonald,Member of the Privy Council of the United Kingdom,male,1815,1891,Conservative Party of Canada
http://www.wikidata.org/entity/Q128702,John A. Macdonald,Member of the Privy Council of the United Kingdom,male,1815,1891,Liberal-Conservative Party
http://www.wikidata.org/entity/Q128702,John A. Macdonald,Member of the Privy Council of the United Kingdom,male,1815,1891,Great Coalition
http://www.wikidata.org/entity/Q128702,John A. Macdonald,Member of the Privy Council of the United Kingdom,male,1815,1891,Upper Canada Tories
http://www.wikidata.org/entity/Q128702,John A. Macdonald,Prime Minister of Canada,male,1815,1891,Conservative Party of Canada
http://www.wikidata.org/entity/Q128702,John A. Macdonald,Prime Minister of Canada,male,1815,1891,Liberal-Conservative Party
http://www.wikidata.org/entity/Q128702,John A. Macdonald,Prime Minister of Canada,male,1815,1891,Great Coalition
http://www.wikidata.org/entity/Q128702,John A. Macdonald,Prime Minister of Canada,male,1815,1891,Upper Canada Tories
http://www.wikidata.org/entity/Q128702,John A. Macdonald,member of the House of Commons of Canada,male,1815,1891,Conservative Party of Canada
http://www.wikidata.org/entity/Q128702,John A. Macdonald,member of the House of Commons of Canada,male,1815,1891,Liberal-Conservative Party
http://www.wikidata.org/entity/Q128702,John A. Macdonald,member of the House of Commons of Canada,male,1815,1891,Great Coalition
http://www.wikidata.org/entity/Q128702,John A. Macdonald,member of the House of Commons of Canada,male,1815,1891,Upper Canada Tories
http://www.wikidata.org/entity/Q128702,John A. Macdonald,Joint Premier of the Province of Canada for Canada West,male,1815,1891,Conservative Party of Canada
http://www.wikidata.org/entity/Q128702,John A. Macdonald,Joint Premier of the Province of Canada for Canada West,male,1815,1891,Liberal-Conservative Party
http://www.wikidata.org/entity/Q128702,John A. Macdonald,Joint Premier of the Province of Canada for Canada West,male,1815,1891,Great Coalition
http://www.wikidata.org/entity/Q128702,John A. Macdonald,Joint Premier of the Province of Canada for Canada West,male,1815,1891,Upper Canada Tories
http://www.wikidata.org/entity/Q128702,John A. Macdonald,Member of the Privy Council of the United Kingdom,male,1815,1891,Conservative Party of Canada
http://www.wikidata.org/entity/Q128702,John A. Macdonald,Member of the Privy Council of the United Kingdom,male,1815,1891,Liberal-Conservative Party
http://www.wikidata.org/entity/Q128702,John A. Macdonald,Member of the Privy Council of the United Kingdom,male,1815,1891,Great Coalition
http://www.wikidata.org/entity/Q128702,John A. Macdonald,Member of the Privy Council of the United Kingdom,male,1815,1891,Upper Canada Tories
http://www.wikidata.org/entity/Q111182,Hinrich Bitter-Suermann,member of the Nova Scotia House of Assembly,male,1940,NA,Progressive Conservative Association of Nova Scotia
http://www.wikidata.org/entity/Q124524,Brian Peckford,Premier of Newfoundland and Labrador,male,1942,NA,Progressive Conservative Party of Newfoundland and Labrador
http://www.wikidata.org/entity/Q124524,Brian Peckford,member of the Newfoundland and Labrador House of Assembly,male,1942,NA,Progressive Conservative Party of Newfoundland and Labrador
http://www.wikidata.org/entity/Q128529,Paul Martin,Prime Minister of Canada,male,1938,NA,Liberal Party of Canada
http://www.wikidata.org/entity/Q128529,Paul Martin,Minister of Finance,male,1938,NA,Liberal Party of Canada
http://www.wikidata.org/entity/Q128529,Paul Martin,Minister responsible for the Economic Development Agency of Canada for the Regions of Quebec,male,1938,NA,Liberal Party of Canada
http://www.wikidata.org/entity/Q128529,Paul Martin,member of the House of Commons of Canada,male,1938,NA,Liberal Party of Canada
http://www.wikidata.org/entity/Q128529,Paul Martin,leader of the Liberal Party of Canada,male,1938,NA,Liberal Party of Canada
http://www.wikidata.org/entity/Q128543,Jean Chrétien,Prime Minister of Canada,male,1934,NA,Liberal Party of Canada
http://www.wikidata.org/entity/Q128543,Jean Chrétien,Minister of Crown-Indigenous Relations,male,1934,NA,Liberal Party of Canada
http://www.wikidata.org/entity/Q128543,Jean Chrétien,Leader of the Official Opposition,male,1934,NA,Liberal Party of Canada
http://www.wikidata.org/entity/Q128543,Jean Chrétien,board member,male,1934,NA,Liberal Party of Canada
http://www.wikidata.org/entity/Q128543,Jean Chrétien,"Minister of Energy, Mines and Resources",male,1934,NA,Liberal Party of Canada
http://www.wikidata.org/entity/Q128543,Jean Chrétien,Minister of Finance,male,1934,NA,Liberal Party of Canada
http://www.wikidata.org/entity/Q128543,Jean Chrétien,President of the Treasury Board,male,1934,NA,Liberal Party of Canada
http://www.wikidata.org/entity/Q128543,Jean Chrétien,Minister of Justice and Attorney General of Canada,male,1934,NA,Liberal Party of Canada
http://www.wikidata.org/entity/Q128543,Jean Chrétien,Deputy Prime Minister of Canada,male,1934,NA,Liberal Party of Canada
http://www.wikidata.org/entity/Q128543,Jean Chrétien,Minister of National Revenue,male,1934,NA,Liberal Party of Canada
http://www.wikidata.org/entity/Q128543,Jean Chrétien,member of the House of Commons of Canada,male,1934,NA,Liberal Party of Canada
http://www.wikidata.org/entity/Q128543,Jean Chrétien,leader of the Liberal Party of Canada,male,1934,NA,Liberal Party of Canada
http://www.wikidata.org/entity/Q128553,Kim Campbell,Prime Minister of Canada,female,1947,NA,British Columbia Social Credit Party
http://www.wikidata.org/entity/Q128553,Kim Campbell,Prime Minister of Canada,female,1947,NA,Progressive Conservative Party of Canada
http://www.wikidata.org/entity/Q128553,Kim Campbell,member of the House of Commons of Canada,female,1947,NA,British Columbia Social Credit Party
http://www.wikidata.org/entity/Q128553,Kim Campbell,member of the House of Commons of Canada,female,1947,NA,Progressive Conservative Party of Canada
http://www.wikidata.org/entity/Q128563,Brian Mulroney,Prime Minister of Canada,male,1939,NA,Progressive Conservative Party of Canada
http://www.wikidata.org/entity/Q128563,Brian Mulroney,Leader of the Official Opposition,male,1939,NA,Progressive Conservative Party of Canada
http://www.wikidata.org/entity/Q128563,Brian Mulroney,board member,male,1939,NA,Progressive Conservative Party of Canada
http://www.wikidata.org/entity/Q128563,Brian Mulroney,member of the House of Commons of Canada,male,1939,NA,Progressive Conservative Party of Canada
http://www.wikidata.org/entity/Q128574,Joe Clark,Minister of Foreign Affairs of Canada,male,1939,NA,Progressive Conservative Party of Canada
http://www.wikidata.org/entity/Q128574,Joe Clark,Prime Minister of Canada,male,1939,NA,Progressive Conservative Party of Canada
http://www.wikidata.org/entity/Q128574,Joe Clark,board member,male,1939,NA,Progressive Conservative Party of Canada
http://www.wikidata.org/entity/Q128574,Joe Clark,President of the Queen's Privy Council for Canada,male,1939,NA,Progressive Conservative Party of Canada
http://www.wikidata.org/entity/Q128574,Joe Clark,member of the House of Commons of Canada,male,1939,NA,Progressive Conservative Party of Canada
http://www.wikidata.org/entity/Q113941,Maurice Duplessis,Premier of Quebec,male,1890,1959,Union Nationale
http://www.wikidata.org/entity/Q113941,Maurice Duplessis,Premier of Quebec,male,1890,1959,Conservative Party of Quebec
http://www.wikidata.org/entity/Q113941,Maurice Duplessis,Member of the National Assembly of Quebec,male,1890,1959,Union Nationale
http://www.wikidata.org/entity/Q113941,Maurice Duplessis,Member of the National Assembly of Quebec,male,1890,1959,Conservative Party of Quebec
http://www.wikidata.org/entity/Q113941,Maurice Duplessis,Bâtonnier du Québec,male,1890,1959,Union Nationale
http://www.wikidata.org/entity/Q113941,Maurice Duplessis,Bâtonnier du Québec,male,1890,1959,Conservative Party of Quebec
http://www.wikidata.org/entity/Q113941,Maurice Duplessis,Bâtonnier de la Mauricie,male,1890,1959,Union Nationale
http://www.wikidata.org/entity/Q113941,Maurice Duplessis,Bâtonnier de la Mauricie,male,1890,1959,Conservative Party of Quebec
http://www.wikidata.org/entity/Q117141,Marc-André Bédard,Member of the National Assembly of Quebec,male,1935,2020,Parti Québécois
http://www.wikidata.org/entity/Q117141,Marc-André Bédard,Deputy Premier of Quebec,male,1935,2020,Parti Québécois
http://www.wikidata.org/entity/Q119775,Norman Kwong,Lieutenant Governor of Alberta,male,1929,2016,Progressive Conservative Association of Alberta
http://www.wikidata.org/entity/Q128568,John Turner,Prime Minister of Canada,male,1929,2020,Liberal Party of Canada
http://www.wikidata.org/entity/Q128568,John Turner,Leader of the Official Opposition,male,1929,2020,Liberal Party of Canada
http://www.wikidata.org/entity/Q128568,John Turner,member of the House of Commons of Canada,male,1929,2020,Liberal Party of Canada
http://www.wikidata.org/entity/Q128568,John Turner,leader of the Liberal Party of Canada,male,1929,2020,Liberal Party of Canada
http://www.wikidata.org/entity/Q128604,Lester B. Pearson,Canadian ambassador to the United States,male,1897,1972,Liberal Party of Canada
http://www.wikidata.org/entity/Q128604,Lester B. Pearson,Prime Minister of Canada,male,1897,1972,Liberal Party of Canada
http://www.wikidata.org/entity/Q128604,Lester B. Pearson,President of the United Nations General Assembly,male,1897,1972,Liberal Party of Canada
http://www.wikidata.org/entity/Q128604,Lester B. Pearson,Leader of the Official Opposition,male,1897,1972,Liberal Party of Canada
http://www.wikidata.org/entity/Q128604,Lester B. Pearson,member of the House of Commons of Canada,male,1897,1972,Liberal Party of Canada
http://www.wikidata.org/entity/Q128604,Lester B. Pearson,leader of the Liberal Party of Canada,male,1897,1972,Liberal Party of Canada
http://www.wikidata.org/entity/Q128604,Lester B. Pearson,Member of the Privy Council of the United Kingdom,male,1897,1972,Liberal Party of Canada
http://www.wikidata.org/entity/Q128604,Lester B. Pearson,Chancellor of Carleton University,male,1897,1972,Liberal Party of Canada
http://www.wikidata.org/entity/Q128614,John Diefenbaker,Prime Minister of Canada,male,1895,1979,Progressive Conservative Party of Canada
http://www.wikidata.org/entity/Q128614,John Diefenbaker,member of the House of Commons of Canada,male,1895,1979,Progressive Conservative Party of Canada
http://www.wikidata.org/entity/Q128626,Louis St. Laurent,Prime Minister of Canada,male,1882,1973,Liberal Party of Canada
http://www.wikidata.org/entity/Q128626,Louis St. Laurent,member of the House of Commons of Canada,male,1882,1973,Liberal Party of Canada
http://www.wikidata.org/entity/Q128626,Louis St. Laurent,leader of the Liberal Party of Canada,male,1882,1973,Liberal Party of Canada
http://www.wikidata.org/entity/Q128626,Louis St. Laurent,Bâtonnier du Québec,male,1882,1973,Liberal Party of Canada
http://www.wikidata.org/entity/Q128626,Louis St. Laurent,Bâtonnier de Québec,male,1882,1973,Liberal Party of Canada
http://www.wikidata.org/entity/Q128626,Louis St. Laurent,President of the Canadian Bar Association,male,1882,1973,Liberal Party of Canada
http://www.wikidata.org/entity/Q128633,William Lyon Mackenzie King,Prime Minister of Canada,male,1874,1950,Liberal Party of Canada
http://www.wikidata.org/entity/Q128633,William Lyon Mackenzie King,member of the House of Commons of Canada,male,1874,1950,Liberal Party of Canada
http://www.wikidata.org/entity/Q128633,William Lyon Mackenzie King,leader of the Liberal Party of Canada,male,1874,1950,Liberal Party of Canada
http://www.wikidata.org/entity/Q128633,William Lyon Mackenzie King,Member of the Privy Council of the United Kingdom,male,1874,1950,Liberal Party of Canada
http://www.wikidata.org/entity/Q128641,Richard Bedford Bennett,Prime Minister of Canada,male,1870,1947,Conservative Party of Canada
http://www.wikidata.org/entity/Q128641,Richard Bedford Bennett,Prime Minister of Canada,male,1870,1947,Progressive Conservative Association of Alberta
http://www.wikidata.org/entity/Q128641,Richard Bedford Bennett,Leader of the Opposition of Alberta,male,1870,1947,Conservative Party of Canada
http://www.wikidata.org/entity/Q128641,Richard Bedford Bennett,Leader of the Opposition of Alberta,male,1870,1947,Progressive Conservative Association of Alberta
http://www.wikidata.org/entity/Q128641,Richard Bedford Bennett,member of Alberta Legislative Assembly,male,1870,1947,Conservative Party of Canada
http://www.wikidata.org/entity/Q128641,Richard Bedford Bennett,member of Alberta Legislative Assembly,male,1870,1947,Progressive Conservative Association of Alberta
http://www.wikidata.org/entity/Q128641,Richard Bedford Bennett,member of the House of Commons of Canada,male,1870,1947,Conservative Party of Canada
http://www.wikidata.org/entity/Q128641,Richard Bedford Bennett,member of the House of Commons of Canada,male,1870,1947,Progressive Conservative Association of Alberta
http://www.wikidata.org/entity/Q128641,Richard Bedford Bennett,Member of the House of Lords,male,1870,1947,Conservative Party of Canada
http://www.wikidata.org/entity/Q128641,Richard Bedford Bennett,Member of the House of Lords,male,1870,1947,Progressive Conservative Association of Alberta
http://www.wikidata.org/entity/Q128641,Richard Bedford Bennett,President of the Canadian Bar Association,male,1870,1947,Conservative Party of Canada
http://www.wikidata.org/entity/Q128641,Richard Bedford Bennett,President of the Canadian Bar Association,male,1870,1947,Progressive Conservative Association of Alberta
http://www.wikidata.org/entity/Q128645,Arthur Meighen,Prime Minister of Canada,male,1874,1960,Conservative Party of Canada
http://www.wikidata.org/entity/Q128645,Arthur Meighen,Prime Minister of Canada,male,1874,1960,Progressive Conservative Party of Canada
http://www.wikidata.org/entity/Q128645,Arthur Meighen,Prime Minister of Canada,male,1874,1960,Unionist Party
http://www.wikidata.org/entity/Q128645,Arthur Meighen,Representative of the Government in the Senate,male,1874,1960,Conservative Party of Canada
