Election Type,Election Date,Province / Territory,Constituency,First Name,Last Name,Political Party,Election Result
General Election,2021-09-20 12:00:00 AM,Ontario,Scarborough Southwest,Ramona,Pache,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Scarborough Southwest,David Edward-Ooi,Poon,Independent,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Simcoe—Grey,Nicholas,Clayton,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Simcoe—Grey,Terry,Dowdall,Conservative Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Simcoe—Grey,Lucas,Gillies,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Simcoe—Grey,Adam,Minatel,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Simcoe—Grey,Bren,Munro,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Simcoe—Grey,Kenneth,Stouffer,Christian Heritage Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Simcoe North,Krystal,Brooks,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Simcoe North,Adam,Chambers,Conservative Party of Canada,Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Simcoe North,Janet-Lynne,Durnford,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Simcoe North,Russ,Emo,Christian Heritage Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Simcoe North,Stephen,Makk,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Simcoe North,Cynthia,Wesley-Esquimaux,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Spadina—Fort York,Norman,Di Pasquale,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Spadina—Fort York,Sukhmandeep,Jandu,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Spadina—Fort York,Ian,Roden,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Spadina—Fort York,Amanda,Rosenstock,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Spadina—Fort York,Kevin,Vuong,Liberal Party of Canada,Elected
General Election,2021-09-20 12:00:00 AM,Ontario,St. Catharines,Chris,Bittle,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,St. Catharines,Rebecca,Hahn,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,St. Catharines,Trecia,McLennon,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,St. Catharines,Catharine,Rhodes,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,St. Catharines,Krystina,Waler,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Stormont—Dundas—South Glengarry,David,Anber,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Stormont—Dundas—South Glengarry,Eric,Duncan,Conservative Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Stormont—Dundas—South Glengarry,Trevor,Kennedy,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Stormont—Dundas—South Glengarry,Denis,Moquin,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Stormont—Dundas—South Glengarry,Jeanie,Warnock,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Sudbury,Viviane,LaPointe,Liberal Party of Canada,Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Sudbury,Colette Andréa,Methé,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Sudbury,J.,Popescu,Independent,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Sudbury,David,Robinson,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Sudbury,Ian,Symington,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Sudbury,Nadia,Verrelli,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Thornhill,Gary,Gladstone,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Thornhill,Samuel,Greenfield,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Thornhill,Melissa,Lantsman,Conservative Party of Canada,Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Thornhill,Daniella,Mikanovsky,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Thornhill,Syed Ahsan,Razvi,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Thunder Bay—Rainy River,Alan,Aubut,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Thunder Bay—Rainy River,Tracey,MacKinnon,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Thunder Bay—Rainy River,Adelina,Pecchia,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Thunder Bay—Rainy River,Marcus,Powlowski,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Thunder Bay—Rainy River,Yuk-Sem,Won,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Thunder Bay—Superior North,Chantelle,Bryson,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Thunder Bay—Superior North,Rick,Daines,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Thunder Bay—Superior North,Patty,Hajdu,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Thunder Bay—Superior North,Amanda,Moddejonge,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Thunder Bay—Superior North,Joshua,Taylor,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Thunder Bay—Superior North,Alexander,Vodden,Libertarian Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Timmins—James Bay,Charlie,Angus,New Democratic Party,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Timmins—James Bay,Steven,Black,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Timmins—James Bay,Morgan,Ellerton,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Timmins—James Bay,Stephen,MacLeod,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Toronto Centre,Ivan,Byard,Communist Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Toronto Centre,Brian,Chang,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Toronto Centre,Marci,Ien,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Toronto Centre,Syed,Jaffery,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Toronto Centre,Ryan,Lester,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Toronto Centre,Annamie,Paul,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Toronto Centre,Peter,Stubbins,Animal Protection Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Toronto—Danforth,Michael,Carey,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Toronto—Danforth,Julie,Dabrusin,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Toronto—Danforth,Habiba,Desai,Independent,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Toronto—Danforth,Clare,Hacksel,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Toronto—Danforth,Elizabeth,Rowley,Communist Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Toronto—Danforth,Wayne,Simmons,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Toronto—Danforth,Maryem,Tollar,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Toronto—Danforth,Liz,White,Animal Protection Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Toronto—St. Paul's,Carolyn,Bennett,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Toronto—St. Paul's,Sidney,Coles,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Toronto—St. Paul's,Phil,De Luna,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Toronto—St. Paul's,Stephanie,Osadchuk,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Toronto—St. Paul's,Peter,Remedios,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,University—Rosedale,Chrystia,Freeland,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,University—Rosedale,Andrew,Garvie,Communist Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,University—Rosedale,Timothy,Grant,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,University—Rosedale,David,Kent,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,University—Rosedale,Nicole,Robicheau,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,University—Rosedale,Steven,Taylor,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Vaughan—Woodbridge,Peter,DeVita,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Vaughan—Woodbridge,Mario,Greco,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Vaughan—Woodbridge,Muhammad Hassan,Khan,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Vaughan—Woodbridge,Luca,Mele,Independent,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Vaughan—Woodbridge,Angela,Panacci,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Vaughan—Woodbridge,Francesco,Sorbara,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Waterloo,Jonathan,Cassels,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Waterloo,Bardish,Chagger,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Waterloo,Patrick,Doucette,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Waterloo,Meghan,Shannon,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Waterloo,Karla,Villagomez Fajardo,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Wellington—Halton Hills,Sylvain,Carle,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Wellington—Halton Hills,Michael,Chong,Conservative Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Wellington—Halton Hills,Noor,Jahangir,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Wellington—Halton Hills,Melanie,Lang,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Wellington—Halton Hills,Ran,Zhu,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Whitby,Thomas,Androvic,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Whitby,Brian,Dias,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Whitby,Johannes,Kotilainen,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Whitby,Maleeha,Shahid,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Whitby,Ryan,Turnbull,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Willowdale,Hal,Berman,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Willowdale,Ali,Ehsassi,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Willowdale,Anna,Gorka,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Willowdale,Ki-Seok,Lee,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Willowdale,Subhan,Wahab,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Windsor—Tecumseh,Kathryn,Borrelli,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Windsor—Tecumseh,Laura,Chesnik,Marxist-Leninist Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Windsor—Tecumseh,Victor,Green,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Windsor—Tecumseh,Cheryl,Hardcastle,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Windsor—Tecumseh,Irek,Kusmierczyk,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Windsor—Tecumseh,Henry,Oulevey,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Windsor West,Matthew,Giancola,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Windsor West,Brian,Masse,New Democratic Party,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Windsor West,Anthony,Orlando,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Windsor West,Sandra,Pupatello,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Windsor West,Margaret,Villamizar,Marxist-Leninist Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,York Centre,Kemal,Ahmed,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,York Centre,Joel,Etienne,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,York Centre,Trung Hai,Nguyen,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,York Centre,Ya'ara,Saks,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,York—Simcoe,Scot,Davidson,Conservative Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,York—Simcoe,Benjamin,Jenkins,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,York—Simcoe,Daniella,Johnson,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,York—Simcoe,Michael,Lotter,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,York South—Weston,Sitara,Chiu,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,York South—Weston,Ahmed,Hussen,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,York South—Weston,Hawa,Mire,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,York South—Weston,Sajanth,Mohan,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,York South—Weston,Nicki,Ward,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Prince Edward Island,Cardigan,Kevin,Hardy,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Prince Edward Island,Cardigan,Lawrence,MacAulay,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Prince Edward Island,Cardigan,Michael,MacLean,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Prince Edward Island,Cardigan,Frederick,MacLeod,Christian Heritage Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Prince Edward Island,Cardigan,Wayne,Phelan,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Prince Edward Island,Cardigan,Lynne,Thiele,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Prince Edward Island,Charlottetown,Margaret,Andrade,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Prince Edward Island,Charlottetown,Sean,Casey,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Prince Edward Island,Charlottetown,Doug,Currie,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Prince Edward Island,Charlottetown,Darcie,Lanthier,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Prince Edward Island,Charlottetown,Scott,McPhee,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Prince Edward Island,Egmont,Barry,Balsom,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Prince Edward Island,Egmont,Wayne,Biggar,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Prince Edward Island,Egmont,Lisa,Bradshaw,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Prince Edward Island,Egmont,Jeffrey Alexander,Clark,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Prince Edward Island,Egmont,Robert,Morrissey,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Prince Edward Island,Malpeque,Anna,Keenan,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Prince Edward Island,Malpeque,Christopher,Landry,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Prince Edward Island,Malpeque,Heath,MacDonald,Liberal Party of Canada,Elected
General Election,2021-09-20 12:00:00 AM,Prince Edward Island,Malpeque,Michelle,Neill,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Prince Edward Island,Malpeque,Jody,Sanderson,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Abitibi—Baie-James—Nunavik—Eeyou,Sylvie,Bérubé,Bloc Québécois,Re-Elected
General Election,2021-09-20 12:00:00 AM,Quebec,Abitibi—Baie-James—Nunavik—Eeyou,Cédric,Brazeau,Free Party Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Abitibi—Baie-James—Nunavik—Eeyou,Michaël,Cloutier,People's Party of Canada,Defeated
